age,workclass,fnlwgt,education,marital-status,occupation,capital-gain,capital-loss,hours-per-week,race
38,4,13251,8,2,3,0,0,50,4
46,4,21818,6,0,4,0,0,40,2
50,4,12691,12,2,13,0,0,40,5
42,4,11982,11,2,12,110,0,60,5
45,4,5893,11,5,7,0,0,15,4
51,0,7563,11,2,0,0,0,28,4
24,4,3201,11,4,8,0,0,35,4
27,4,12310,11,4,9,0,0,60,4
58,7,18877,9,2,10,0,0,40,5
57,4,5751,15,6,1,0,71,38,4
46,4,13238,9,2,12,0,0,48,2
33,4,18085,11,0,3,0,71,84,4
46,4,931,15,2,6,0,0,45,5
54,4,11606,11,4,8,0,0,20,4
42,4,12084,11,2,3,0,0,40,4
33,4,5794,11,0,1,0,0,40,4
45,4,15243,11,3,3,0,0,72,4
50,6,1221,9,0,4,0,0,50,5
39,7,8013,9,2,10,0,0,40,4
25,4,14472,15,4,6,0,0,40,4
23,4,7307,12,2,10,0,48,50,4
26,2,14579,11,4,8,0,0,16,4
19,6,8586,11,4,8,0,0,53,5
19,4,11689,11,4,8,117,0,20,4
23,4,1145,8,2,3,0,0,55,4
48,5,21584,0,2,4,0,0,40,2
48,4,7560,9,2,1,96,0,40,2
57,4,11695,4,0,14,88,0,40,4
31,4,16707,11,3,6,0,0,40,5
46,4,11265,1,2,6,0,0,45,4
62,2,9051,11,6,1,0,0,38,4
46,2,15783,7,2,11,0,48,50,4
68,6,13994,15,2,12,0,0,40,4
63,0,19502,11,2,0,0,0,20,4
22,4,13284,9,4,12,0,0,45,5
53,4,2703,4,4,6,0,0,50,5
26,4,4091,15,4,3,0,0,40,4
37,4,8594,11,0,12,0,0,40,5
33,4,15984,15,5,7,0,0,40,4
65,6,7087,11,2,5,104,0,60,4
25,4,2844,11,4,3,27,0,40,5
23,0,5068,9,4,0,0,0,50,4
47,4,9986,9,2,3,0,0,40,5
55,2,9730,15,3,1,0,0,35,2
36,2,16281,11,5,1,0,0,40,5
26,4,16409,15,2,1,0,0,40,4
24,4,5173,8,2,1,0,0,40,5
65,0,4332,9,2,0,0,0,40,4
22,6,4259,8,4,5,0,0,35,5
55,4,15696,3,4,8,0,0,40,5
48,6,2749,7,0,13,0,0,40,5
37,4,3090,15,0,1,0,0,45,4
28,4,6802,8,2,3,0,0,40,5
66,6,19435,11,2,3,0,0,20,5
37,7,5842,11,2,11,0,0,55,5
18,0,17086,15,4,0,0,0,40,4
60,4,14369,9,0,4,0,0,40,5
43,7,1665,9,2,10,0,0,40,4
66,5,4132,5,2,4,0,0,50,4
25,4,8738,11,4,12,0,0,40,5
36,4,11746,11,2,1,0,0,40,4
32,4,6208,15,2,10,0,0,38,4
49,2,16374,9,0,10,0,0,40,1
44,4,3306,9,2,3,0,0,50,5
46,7,18865,11,4,8,0,0,40,4
26,4,1416,9,4,12,0,0,40,5
41,4,2000,8,2,12,0,0,63,5
36,2,17848,8,5,1,0,0,40,4
21,4,19950,15,4,1,0,0,15,4
45,4,21550,11,0,12,82,0,40,4
66,4,18529,7,0,1,0,0,40,2
34,6,13681,6,2,3,0,0,40,5
52,1,13660,15,2,1,0,0,40,4
52,4,10188,8,0,8,0,0,40,4
37,4,12721,11,2,3,0,0,60,5
32,2,13929,15,4,8,0,0,40,5
35,4,19898,8,4,3,0,0,40,2
39,4,986,15,3,3,0,0,40,2
28,4,2267,5,2,12,0,0,40,4
29,4,12589,9,4,10,0,0,72,4
30,4,18266,11,4,8,0,0,50,4
46,4,5459,15,2,12,110,0,40,4
33,4,6577,11,4,1,0,0,50,4
35,4,13589,15,2,12,0,0,40,4
39,4,6216,9,2,10,0,0,30,5
43,4,19301,4,5,3,0,0,40,5
41,4,887,15,0,4,73,0,40,4
47,4,11597,11,2,7,0,0,40,4
52,4,7664,11,2,14,0,0,60,4
50,4,15923,11,3,4,0,0,10,4
34,4,4965,11,2,14,0,0,45,4
65,6,2471,5,4,5,49,0,40,4
60,7,9165,12,2,10,0,0,8,5
67,4,3430,11,6,1,0,0,21,5
22,0,755,15,4,0,0,0,20,4
26,4,16923,5,4,8,0,0,30,2
30,4,13446,11,4,1,0,0,40,2
30,4,6407,8,5,10,0,0,40,4
57,4,2904,11,0,14,0,0,48,5
57,6,5005,9,2,12,0,0,50,5
46,4,11229,6,2,7,0,0,40,4
41,4,5552,11,0,6,0,0,60,5
26,4,12262,12,4,4,0,0,60,5
38,4,15585,11,2,6,44,0,30,4
49,4,13032,0,4,8,0,0,38,1
72,4,10114,15,6,8,0,0,35,5
32,4,17810,15,2,14,0,0,55,4
22,7,18792,15,4,1,0,0,15,4
21,7,9257,15,4,8,0,0,14,4
43,4,11572,11,5,14,0,0,44,4
49,4,2279,11,2,3,0,0,40,4
37,4,913,11,2,8,0,0,60,4
20,4,7001,11,4,14,0,0,30,4
48,7,473,15,2,11,0,49,40,4
32,4,5238,15,4,1,69,0,50,4
42,6,14639,9,2,5,0,0,45,4
31,4,13798,0,2,5,26,0,40,4
24,4,6280,12,4,10,0,0,40,4
29,4,4980,15,4,3,0,0,40,4
29,4,16168,11,4,6,0,0,40,5
45,4,21024,15,2,7,0,0,40,2
22,2,10420,9,4,10,0,0,40,5
42,2,21800,9,2,1,0,0,45,2
45,4,10579,11,4,12,0,0,20,4
45,4,13671,4,3,8,0,0,40,5
21,4,15076,11,4,8,0,0,33,5
51,4,12239,9,2,4,0,0,45,4
38,4,12172,11,4,4,0,0,40,5
28,4,8790,15,2,14,0,0,45,4
28,4,9709,8,4,1,0,0,40,4
45,4,11391,15,0,1,0,0,38,5
51,2,9456,9,2,4,0,0,50,4
39,4,18588,15,0,4,0,0,15,5
28,4,3133,11,0,14,0,0,50,4
34,2,15246,7,2,10,0,0,60,4
26,2,11857,9,4,10,0,0,35,2
43,4,4340,11,4,8,0,0,40,4
31,6,14150,12,0,10,0,25,60,5
53,6,15758,11,2,10,56,0,65,5
26,6,6923,9,2,4,0,0,20,4
42,4,12720,15,2,8,0,0,40,4
18,4,2731,1,4,8,0,0,20,3
59,2,15804,11,0,1,0,0,38,4
61,0,14748,11,2,0,0,0,40,4
24,4,20196,9,2,10,0,0,44,4
45,4,19978,11,2,4,0,0,40,2
25,4,2078,15,4,14,0,0,50,4
56,5,3774,14,2,10,119,0,40,4
47,4,9424,12,5,4,119,0,50,2
61,4,3420,11,2,1,0,0,3,2
58,4,3945,7,2,4,0,0,42,5
56,7,6652,15,2,4,0,0,35,2
19,4,10565,11,4,7,0,0,40,4
27,4,19161,15,4,8,0,0,10,5
39,4,3825,9,2,6,0,0,40,4
75,4,12925,15,0,12,0,0,36,5
60,6,11566,11,2,14,52,0,60,4
32,7,19901,8,2,13,56,0,40,5
33,4,15393,0,5,12,0,0,38,5
50,6,8511,12,0,10,0,0,25,5
40,4,5327,9,4,12,0,0,40,2
42,4,9963,12,2,10,0,0,40,4
43,4,5866,11,2,7,0,0,21,2
21,7,12277,15,4,8,0,0,10,4
23,4,5399,9,4,1,0,0,40,4
44,4,19345,8,2,1,0,0,20,4
24,4,14668,15,2,3,0,0,60,2
48,4,21756,12,2,12,0,0,50,5
34,5,13008,9,0,12,0,0,40,4
40,4,9622,11,2,14,0,0,40,4
73,4,21805,15,2,10,0,0,15,5
48,6,16082,15,2,3,96,0,40,4
44,4,13724,15,2,7,0,0,40,5
26,4,7032,15,4,8,0,0,50,4
25,2,4714,11,2,3,0,0,38,4
66,4,5259,15,2,4,64,0,40,5
33,4,20802,12,2,4,0,52,50,5
35,4,15795,11,2,14,0,0,40,4
47,2,7132,15,2,11,0,0,40,4
22,4,20770,4,2,3,0,0,40,4
21,4,15780,11,2,7,0,0,40,4
18,4,21379,11,4,12,0,0,30,4
42,4,11023,15,0,4,0,0,40,2
32,4,17990,9,4,4,0,0,50,5
41,4,5776,8,2,13,0,46,48,4
51,5,17544,15,2,3,0,0,60,5
38,2,2456,11,2,11,0,0,54,4
41,4,17644,5,2,5,0,0,36,4
20,5,16191,15,4,3,0,0,20,5
37,4,9319,11,2,12,0,0,50,4
43,4,15717,11,2,3,0,0,40,4
34,4,4210,11,2,6,0,0,40,4
45,4,19613,9,2,1,0,0,40,4
60,6,35,11,2,5,0,0,50,4
28,4,18406,7,4,1,0,0,40,5
73,2,7671,11,6,8,0,0,15,5
28,4,14900,12,4,4,0,0,30,4
50,4,15375,11,2,8,0,0,40,4
63,7,3899,15,2,11,0,0,32,4
41,4,14827,3,2,7,0,0,40,4
43,4,12016,7,2,12,96,0,50,4
46,4,9190,1,2,7,0,0,40,4
27,2,5008,9,4,11,0,0,32,5
30,4,20800,7,3,12,0,0,40,5
25,4,16358,0,2,7,0,0,40,4
41,2,12225,7,2,13,0,0,40,4
52,6,6991,11,2,12,96,0,55,4
54,4,18981,11,0,3,0,0,40,4
20,4,5851,15,4,5,0,0,40,5
40,4,12750,15,0,8,0,0,40,4
20,4,6913,15,4,7,0,0,40,4
51,4,12033,11,6,8,0,0,32,4
31,6,81,11,2,3,0,0,75,5
26,7,15525,15,4,8,0,0,20,4
31,1,9183,9,4,4,0,0,45,5
30,4,11268,15,0,1,0,0,37,4
28,4,9253,11,4,1,0,0,40,5
35,4,10955,8,2,3,0,0,44,4
29,4,16934,11,4,1,0,0,60,2
19,4,12644,15,4,8,0,0,10,3
36,4,21043,7,2,3,0,0,45,2
35,1,4922,15,2,13,0,0,40,5
50,2,6057,14,4,4,0,0,52,4
34,2,303,11,0,3,0,0,40,5
26,4,13104,12,4,10,0,0,40,5
30,4,370,7,2,8,0,0,25,4
42,1,15681,15,4,1,0,0,40,5
36,4,20236,11,2,14,0,0,45,4
42,7,17504,11,0,11,0,0,40,5
71,6,7210,11,6,5,18,0,5,5
50,4,18880,11,2,14,0,0,40,4
22,6,12829,11,4,3,0,0,20,2
43,4,9928,15,2,3,0,0,40,4
47,6,10429,15,2,3,0,0,40,5
26,4,9310,2,4,6,0,0,40,4
33,4,5468,9,2,4,0,0,40,4
26,4,9707,8,5,1,0,0,35,4
19,4,19453,1,4,8,0,0,40,5
28,4,11826,9,4,10,0,22,40,4
84,4,15950,12,4,10,0,0,66,4
46,4,6672,12,0,4,116,0,50,4
27,2,8915,8,4,11,0,0,56,4
45,4,5658,15,2,3,0,48,40,4
43,4,10472,9,4,10,0,0,40,4
46,4,7464,11,2,14,0,0,42,5
67,2,16836,11,0,8,0,0,24,4
47,4,20069,14,2,10,119,0,48,4
39,4,17677,11,2,7,0,0,40,4
45,6,299,9,2,5,0,18,70,1
47,4,4952,0,2,12,0,0,40,5
47,0,10058,11,2,0,67,0,40,4
31,4,14681,9,6,8,0,0,30,4
59,4,5328,11,2,3,0,0,40,5
34,4,5987,15,0,1,0,0,40,2
43,4,14172,11,1,3,0,0,42,4
53,5,3503,14,2,10,93,0,50,4
41,4,14644,9,0,8,0,0,37,4
28,4,13689,15,0,13,0,0,24,4
19,2,14813,15,4,11,0,36,35,4
50,6,3267,15,2,3,0,0,48,4
60,4,7512,15,0,1,0,0,40,4
24,2,12662,11,4,13,0,0,40,4
41,7,5985,12,2,10,0,0,40,5
39,4,19112,11,0,12,0,0,40,5
37,6,7782,8,4,8,0,0,40,4
44,1,18354,12,2,2,0,0,40,5
58,4,13391,9,2,13,0,0,40,5
81,4,3755,9,6,12,0,0,50,4
45,4,16895,12,2,4,0,0,50,1
50,6,566,11,2,5,0,0,30,4
46,4,20961,8,2,3,0,0,40,2
58,4,11109,11,0,1,0,0,40,4
43,4,622,15,2,4,0,0,50,4
42,4,8348,15,2,7,0,0,37,4
20,6,5188,15,4,5,0,0,40,5
22,4,13655,7,4,6,0,0,20,4
32,0,5953,1,0,0,0,0,49,2
49,4,21062,0,0,7,0,0,40,4
50,4,6940,15,2,10,0,0,40,4
43,4,20919,15,2,13,0,0,40,4
18,4,9669,1,4,8,0,0,15,4
31,4,9487,11,2,1,0,0,38,5
40,4,7523,11,5,12,0,0,25,4
32,4,13419,7,4,12,0,0,50,4
49,4,2952,7,5,1,41,0,40,3
26,4,9047,9,4,4,0,0,10,4
25,4,12179,9,2,13,0,0,35,4
45,5,5658,5,2,4,0,0,52,4
22,7,728,15,4,14,0,0,25,0
36,4,18096,15,2,1,0,46,40,5
49,4,481,5,2,3,0,0,40,4
36,4,12250,11,2,3,0,0,40,4
61,4,4036,8,2,1,0,0,40,4
21,4,19209,11,4,8,0,0,36,5
67,0,912,5,2,0,0,0,4,4
44,4,3088,11,0,3,0,0,40,4
34,4,19010,15,4,1,0,0,40,4
75,4,16701,12,4,11,0,0,16,4
33,4,6950,15,5,8,0,0,25,4
37,6,12972,9,2,3,0,0,50,5
42,4,7888,15,0,4,0,0,45,5
48,4,11359,9,2,4,0,0,45,4
41,7,3977,12,0,10,0,0,35,4
38,4,14350,11,2,7,0,39,40,5
30,4,20333,1,2,14,0,0,40,5
51,4,2548,0,2,3,0,0,40,4
48,4,13616,12,2,4,110,0,40,4
26,4,6793,15,4,12,0,0,37,4
38,6,4662,15,2,7,96,0,40,2
49,4,19929,5,2,7,0,0,40,4
35,5,11457,12,2,1,0,0,50,4
34,4,1901,9,4,12,0,0,45,4
30,4,20221,9,4,10,0,0,40,5
36,4,17934,15,2,4,0,0,40,4
72,2,1305,7,0,10,0,0,16,5
43,2,14334,12,5,10,0,0,37,4
18,4,21939,1,4,8,0,0,20,4
58,2,848,12,4,4,0,0,40,5
46,4,4078,11,4,4,0,0,40,4
30,4,13681,11,2,3,0,0,40,4
27,4,11183,11,5,6,0,26,25,5
22,4,19187,15,4,4,0,0,40,4
45,4,4120,8,2,3,0,0,40,2
52,4,9233,15,0,1,0,0,37,4
24,4,20731,9,4,4,0,0,40,4
18,4,9661,1,4,6,0,0,20,4
22,4,21237,11,4,1,0,0,40,4
50,1,9233,1,4,12,62,0,40,4
46,4,19062,11,2,7,0,0,40,4
27,4,16257,0,0,6,0,0,40,5
33,4,14659,11,0,14,0,0,45,4
27,4,4374,11,4,1,0,0,40,4
53,4,21755,11,2,3,0,0,40,4
24,4,6081,11,2,4,0,0,45,5
50,4,7431,11,2,3,0,0,40,4
30,4,13507,15,2,7,0,0,40,2
69,4,4453,11,6,1,21,0,40,4
49,5,20249,15,2,4,110,0,50,4
38,4,20491,9,2,10,0,0,50,5
50,2,2332,10,2,4,0,0,55,5
26,4,2687,9,4,10,0,0,40,4
46,4,7838,15,2,3,0,0,40,4
22,4,14316,11,2,3,0,0,40,5
27,4,17736,9,4,12,102,0,45,4
49,5,16235,15,2,3,0,0,45,4
42,4,19721,1,0,3,0,0,40,4
43,4,1645,11,0,4,0,0,40,4
25,4,10398,11,2,4,0,0,75,4
33,4,17100,9,2,12,0,0,55,4
20,0,17497,15,4,0,117,0,10,4
33,4,13766,11,4,1,0,0,40,4
33,4,15258,9,4,12,0,0,45,1
43,4,19547,11,5,3,0,0,35,5
23,4,2044,8,2,3,0,0,40,5
48,4,13731,11,0,1,0,0,37,5
36,4,11079,11,2,10,0,52,40,2
26,4,16249,11,4,11,0,0,44,4
55,4,6723,11,0,3,0,0,20,5
44,4,20932,3,2,5,0,0,40,5
63,4,5542,11,2,3,119,0,40,4
42,4,2773,9,2,1,0,0,40,4
48,6,1476,15,2,5,0,18,50,5
45,1,6156,12,2,10,0,0,45,5
29,4,738,8,2,14,0,0,55,4
30,4,4951,9,2,8,0,0,60,2
42,4,6093,11,2,13,0,0,40,4
20,4,16604,11,4,1,0,0,35,5
47,4,5171,8,2,14,0,0,40,5
47,1,4140,10,2,10,0,0,40,4
79,0,8934,11,2,0,0,0,40,4
27,7,7270,9,4,10,69,0,40,4
35,4,10831,15,2,12,0,0,50,5
49,2,2751,12,6,10,0,0,16,2
55,4,13869,11,2,5,0,0,40,5
17,2,12398,1,4,3,0,0,35,4
48,1,19282,9,2,10,0,0,44,4
53,2,5963,11,2,3,79,0,35,4
41,6,21356,11,2,4,0,0,50,4
25,4,5666,1,2,14,81,0,40,4
30,0,8613,12,2,0,0,0,46,2
40,1,18412,12,2,13,0,49,40,4
53,2,10248,12,0,10,0,0,50,4
59,4,6152,15,2,4,0,0,50,4
40,4,11500,15,2,12,0,0,60,4
36,0,11584,11,4,0,0,0,40,4
28,0,12589,9,4,0,0,0,43,4
37,4,1427,11,2,4,0,0,55,4
30,4,4758,8,4,3,0,0,40,5
52,7,5662,5,2,8,0,0,40,5
32,4,10428,0,0,8,0,0,23,4
38,6,10468,11,2,12,0,0,40,5
67,6,3811,7,2,4,0,0,50,5
46,2,2,14,2,10,0,0,40,4
22,0,3880,15,4,0,0,0,20,4
81,0,5686,8,0,0,0,0,1,4
36,4,2344,11,2,8,0,0,40,5
60,4,12201,7,2,1,0,0,24,4
35,1,21552,9,2,4,0,0,40,4
27,7,12345,12,4,10,0,0,50,4
62,0,18531,11,2,0,48,0,30,4
39,4,19095,0,4,8,0,0,25,4
48,1,2479,11,2,6,0,0,40,5
20,4,8237,11,4,7,0,0,60,5
40,5,5212,7,2,4,0,0,65,5
22,4,18712,11,4,6,0,0,30,5
36,4,14895,5,2,6,0,0,40,5
63,0,8369,11,6,0,0,0,4,4
49,4,5356,9,2,12,0,0,60,5
61,6,18988,11,2,14,0,0,40,4
51,4,3056,11,2,12,0,0,55,4
27,4,9063,9,2,8,0,0,40,1
20,4,14851,2,4,7,0,0,40,5
48,4,20163,11,4,8,0,0,52,5
19,4,12952,15,4,12,0,0,20,4
52,4,3895,12,0,10,109,0,50,4
29,4,7784,15,2,3,0,18,40,4
46,4,14596,7,2,12,110,0,45,5
24,4,18301,11,4,6,0,0,50,5
53,7,17797,11,0,4,0,9,40,4
25,4,10891,9,4,1,0,0,40,2
24,4,6283,9,4,1,0,0,40,4
36,4,18703,9,2,4,0,0,55,1
66,4,3808,11,6,1,0,0,40,4
40,4,1840,12,0,10,0,0,20,4
43,4,19571,11,4,4,0,0,50,4
46,6,12802,14,2,10,0,78,80,4
36,6,1666,9,2,4,70,0,50,5
20,4,6518,15,4,10,0,0,2,4
61,4,12719,11,2,14,0,0,40,4
41,4,4460,12,4,4,116,0,50,0
17,6,10828,0,4,5,0,0,35,4
66,4,6665,11,6,3,0,0,40,5
28,4,17301,1,2,5,0,0,40,2
40,4,14631,2,0,3,0,0,40,4
44,4,3840,5,2,7,0,0,40,4
36,4,21067,9,4,10,0,0,35,4
69,4,5165,11,2,8,0,0,20,4
26,4,2638,12,2,10,0,0,20,3
36,4,11775,11,2,7,0,0,50,4
73,6,18464,15,2,12,0,0,6,4
38,4,648,11,2,12,0,0,75,5
42,2,14,9,2,10,0,0,50,4
31,1,21599,15,4,13,0,0,40,4
56,4,10819,9,2,12,0,0,40,4
27,4,11001,11,0,8,0,0,40,5
42,6,9263,15,2,5,0,0,60,4
31,4,8172,15,2,14,0,0,40,5
41,4,13199,11,2,1,0,0,40,5
39,6,6504,15,2,12,96,0,80,5
25,4,13976,11,4,8,0,0,48,5
28,4,4204,9,2,10,0,0,40,4
43,4,14649,12,2,4,0,0,35,4
29,1,640,7,0,1,0,0,40,4
44,4,14682,11,4,3,0,0,30,4
76,4,2997,15,6,12,25,0,37,5
28,4,11331,15,4,6,0,0,47,5
36,4,4943,9,2,13,0,49,40,5
34,4,2827,11,2,3,0,34,40,2
55,7,5703,10,2,10,0,0,40,4
36,4,9762,9,4,12,0,40,40,4
46,4,11016,9,0,3,0,0,50,5
31,4,4210,11,2,14,0,0,65,5
53,2,7064,15,2,4,0,0,50,4
38,4,54,12,2,14,0,0,72,4
33,4,8445,11,2,7,0,0,40,4
39,4,4979,11,0,8,0,0,40,4
27,4,13612,11,4,6,0,0,40,2
31,4,9715,15,0,4,0,0,40,5
37,4,21429,11,2,8,0,0,35,5
40,4,21695,15,0,1,0,0,39,4
30,6,5080,8,2,12,53,0,60,1
42,4,20287,5,0,12,0,0,40,4
42,5,11676,11,2,4,0,52,60,4
41,2,6871,15,2,12,0,0,40,4
22,4,19012,11,4,3,0,0,50,4
47,4,11827,15,0,12,0,0,50,4
32,4,8,11,2,12,0,0,40,5
30,4,14427,8,2,1,0,0,35,4
37,4,19602,1,0,5,0,0,40,4
25,4,1580,11,2,3,0,0,35,4
66,6,18418,8,2,10,0,0,50,4
37,6,9449,11,0,6,0,0,10,4
38,6,19965,11,2,12,72,0,55,5
30,4,11443,9,2,4,0,0,70,2
62,4,13832,15,0,1,0,0,30,4
40,6,9964,9,2,12,0,0,45,4
50,4,6273,4,2,6,0,0,55,4
37,4,62,8,2,3,0,52,40,4
37,4,9875,15,2,3,0,0,40,4
43,4,21447,11,2,3,0,0,40,4
72,6,4255,9,2,4,0,0,40,5
51,1,10008,11,2,1,0,0,40,4
24,4,16453,15,4,14,0,0,75,5
46,4,5359,5,2,10,0,0,45,2
45,1,3769,15,0,1,4,0,40,5
38,6,16341,15,2,3,0,0,36,5
41,4,21774,11,2,3,0,0,40,5
21,0,9712,15,4,0,0,0,35,4
35,4,19722,9,4,12,0,0,55,4
39,7,7987,1,2,3,0,0,40,4
26,0,20420,9,2,0,0,52,40,4
39,4,11749,9,2,13,0,0,40,5
60,7,3674,9,0,4,0,0,35,4
51,6,13427,11,2,4,0,0,40,4
19,4,15709,15,4,4,0,0,35,2
77,0,7636,11,6,0,0,0,14,4
31,4,9938,11,4,8,0,0,35,4
45,2,19060,15,2,10,96,0,50,4
36,4,9493,11,4,1,0,0,40,4
36,4,11270,15,0,12,0,0,40,5
20,4,3518,11,4,4,0,0,40,4
36,6,737,8,2,5,66,0,75,4
68,4,9201,11,6,1,0,67,30,4
29,4,20412,11,4,8,0,0,40,2
22,2,5734,9,4,10,0,0,18,4
26,4,7261,9,4,10,0,0,35,0
19,4,15416,6,4,8,0,0,40,5
39,4,20303,11,2,3,0,0,40,5
28,6,17668,11,4,7,0,0,30,4
22,4,16201,15,4,3,0,0,40,5
61,6,5011,6,2,12,0,0,58,4
25,6,17556,11,4,5,0,0,40,5
21,4,14093,11,4,1,0,0,40,4
70,6,13494,12,2,4,0,0,40,4
51,6,5257,11,2,3,0,0,40,4
60,4,2540,4,2,5,0,0,44,5
26,4,14640,11,4,1,0,0,40,5
26,4,19465,11,4,8,0,0,24,4
31,4,1988,15,2,1,0,0,50,4
29,6,11893,15,2,3,0,18,60,4
20,4,9778,11,4,8,0,0,35,5
21,4,7364,15,4,12,0,0,8,4
45,5,17827,11,2,3,0,0,48,2
28,6,5954,12,0,12,0,0,54,5
25,4,6415,7,4,12,0,0,40,2
39,4,7845,12,4,12,0,0,50,4
49,4,5695,9,0,4,116,0,60,4
40,2,2116,9,2,10,0,0,40,4
50,4,15827,9,2,12,119,0,60,4
59,4,4383,8,2,7,0,0,45,5
76,0,8053,15,2,0,0,0,8,2
58,4,6846,9,2,10,119,0,35,2
48,4,12921,11,2,10,0,0,8,4
44,4,9806,1,0,7,0,0,40,5
52,4,4107,5,2,7,0,0,40,5
52,4,16861,11,2,1,0,0,40,4
78,6,19003,9,4,4,119,0,20,4
71,4,10638,14,2,10,0,0,12,4
25,4,11771,9,4,13,0,0,60,4
42,4,6201,9,2,13,0,0,45,4
19,4,13972,11,4,1,0,0,12,4
57,4,19687,11,2,10,0,0,45,5
65,4,11286,15,2,13,0,0,40,5
56,4,12608,11,4,6,0,0,28,4
32,2,16119,9,4,10,0,0,50,4
33,4,21832,9,2,4,0,49,60,5
25,4,8476,15,5,1,0,0,40,4
67,0,6087,15,2,0,0,0,8,2
39,4,21917,9,0,12,0,0,40,4
37,4,9738,11,2,12,0,39,40,5
24,4,18942,11,4,7,0,0,40,5
46,0,8827,11,2,0,0,0,40,4
23,4,8910,5,4,8,0,0,35,4
35,4,18685,11,0,12,0,0,30,5
54,4,2630,9,4,8,0,0,50,2
24,2,4879,0,4,3,0,0,65,4
56,4,13123,5,2,6,0,55,40,4
21,4,452,15,4,8,0,0,25,5
37,4,6145,11,4,3,0,0,40,4
40,4,10466,8,2,4,96,0,44,4
57,4,6610,5,0,3,0,14,40,5
26,4,20153,15,4,1,0,0,15,4
24,0,6979,11,5,0,0,0,37,4
30,4,4016,11,2,11,0,0,40,4
65,0,2758,15,6,0,0,0,6,4
25,0,15322,11,4,0,0,0,40,4
23,4,13106,2,2,3,0,0,40,4
26,4,18050,15,2,3,0,0,45,4
57,5,7108,11,2,1,0,0,50,4
28,4,10261,11,4,8,0,0,32,4
33,6,16163,7,2,10,0,0,40,5
32,4,19334,6,5,8,0,0,40,4
50,4,18433,11,2,1,0,0,40,5
35,4,7118,15,2,10,0,0,40,4
24,4,14184,11,4,3,0,0,40,1
29,4,6802,11,2,12,0,0,60,4
51,6,19393,15,0,3,0,0,8,5
44,4,7842,9,0,10,0,0,40,4
54,4,10810,11,2,7,0,0,40,4
63,6,9330,15,2,10,113,0,10,4
45,2,15800,15,2,11,0,0,40,4
51,4,3337,6,4,8,0,0,40,4
29,4,3952,0,2,5,0,0,40,4
39,4,11746,15,4,1,0,0,40,5
29,2,10653,11,4,14,0,0,37,4
22,4,6926,15,4,1,0,0,16,4
22,4,21363,9,4,4,0,0,50,5
38,4,14762,11,5,7,0,0,40,5
21,4,5018,15,4,1,0,0,50,2
28,4,7277,9,4,4,0,0,50,4
41,4,8213,8,2,3,0,0,40,5
28,4,5294,5,4,7,0,0,45,5
31,4,17880,9,4,10,0,0,36,4
55,4,9041,11,5,8,0,0,16,4
50,4,7905,11,2,4,0,48,55,2
46,2,18597,11,2,11,96,0,96,4
23,4,2156,11,4,1,0,0,40,4
51,5,6356,11,4,12,0,0,40,4
66,6,11838,14,2,10,0,0,20,5
32,4,8000,11,5,3,0,0,53,5
46,4,19401,15,2,1,0,0,40,2
45,4,19251,9,4,10,0,0,40,5
22,4,1430,9,4,5,0,0,40,4
32,4,3112,11,4,8,0,0,52,4
53,1,1994,11,2,12,79,0,40,5
59,1,5255,11,2,10,0,0,40,5
40,7,2298,9,2,1,0,48,45,4
25,4,4297,11,4,11,0,0,25,5
19,4,18526,15,4,12,0,0,35,4
44,4,536,15,2,13,0,0,18,1
22,4,13158,15,4,8,0,0,40,5
28,4,11066,7,4,1,0,0,35,5
36,4,17987,7,5,8,0,0,32,4
50,2,5663,12,0,10,0,0,45,4
67,0,13103,9,0,0,0,0,60,4
17,4,1690,2,4,8,0,0,25,5
35,4,4157,11,0,4,0,0,50,5
42,5,9187,15,2,5,0,0,60,5
49,4,1724,11,0,14,0,0,40,4
39,7,7465,9,2,4,0,0,40,5
28,4,17395,11,2,4,0,0,45,2
45,5,12006,12,0,12,115,0,42,4
54,1,10126,11,4,1,0,0,20,4
41,5,538,11,2,12,0,0,62,4
49,6,15159,9,2,12,0,52,60,5
25,4,15564,8,2,3,0,0,45,4
48,4,7047,0,5,7,0,0,48,4
43,2,5227,15,2,5,0,55,40,5
38,4,7322,9,2,4,0,0,40,4
34,4,14621,9,4,4,0,0,40,4
28,4,18878,11,2,4,110,0,40,4
67,0,8432,14,2,0,87,0,10,4
29,4,21642,11,2,1,0,0,40,5
40,4,3066,5,2,3,0,0,60,5
49,1,9461,11,2,1,0,0,40,5
38,4,19416,5,2,5,67,0,84,4
45,5,7280,9,2,4,0,0,40,4
57,4,7233,11,2,7,70,0,40,5
31,4,5683,15,4,4,0,0,50,5
32,4,15826,11,2,7,0,0,40,4
41,4,9687,9,2,4,0,0,50,2
44,4,13473,11,4,4,0,0,40,4
37,4,12918,15,0,3,0,0,40,5
44,2,20217,12,0,10,0,0,40,5
26,4,10739,9,4,3,0,0,40,5
47,4,4984,11,2,11,0,0,40,4
21,4,12442,15,4,1,0,0,25,5
55,4,7943,9,4,13,0,25,38,4
23,4,7978,15,4,12,0,0,40,4
51,4,6140,11,5,3,0,0,60,5
46,4,7656,15,0,12,0,0,80,5
57,4,831,11,0,8,0,0,40,1
31,4,20641,15,4,1,0,0,40,4
31,4,13049,9,2,12,0,49,45,4
31,4,4237,0,4,3,0,0,45,5
