age,race,sex,native-country
35,White,Male,United-States
26,White,Female,United-States
51,White,Male,United-States
31,Asian-Pac-Islander,Male,South
39,White,Male,United-States
26,White,Male,Mexico
25,White,Male,United-States
61,White,Male,United-States
49,White,Female,United-States
53,White,Female,Mexico
52,White,Male,El-Salvador
52,White,Male,United-States
74,Other,Female,United-States
50,Black,Male,United-States
29,White,Female,United-States
76,White,Male,United-States
19,White,Female,United-States
25,White,Male,United-States
45,White,Female,United-States
34,White,Female,United-States
20,White,Female,United-States
66,White,Male,United-States
63,Black,Female,United-States
27,White,Male,United-States
41,White,Male,United-States
43,White,Male,Nicaragua
23,White,Female,United-States
37,Black,Female,United-States
31,White,Male,United-States
33,White,Male,United-States
28,White,Male,United-States
70,White,Female,United-States
35,White,Female,United-States
41,White,Male,United-States
17,White,Female,United-States
41,Black,Female,United-States
44,White,Male,United-States
47,White,Male,Mexico
24,Black,Male,United-States
38,White,Female,United-States
34,Black,Male,Jamaica
62,Black,Female,United-States
27,White,Male,United-States
59,White,Female,United-States
35,White,Male,United-States
38,Black,Female,United-States
28,White,Female,United-States
28,White,Female,United-States
59,White,Male,United-States
42,White,Female,United-States
54,White,Female,United-States
39,White,Male,United-States
41,White,Male,United-States
43,White,Female,Germany
32,Asian-Pac-Islander,Male,Iran
62,White,Female,United-States
58,White,Female,United-States
43,White,Male,United-States
67,White,Male,United-States
31,White,Female,United-States
51,White,Female,United-States
54,Black,Female,United-States
20,White,Male,United-States
35,White,Male,United-States
22,White,Female,United-States
38,White,Male,United-States
42,White,Male,United-States
44,White,Male,United-States
28,White,Male,United-States
74,White,Male,United-States
34,Black,Female,United-States
50,White,Male,United-States
50,White,Female,United-States
43,White,Male,United-States
29,White,Male,United-States
30,Black,Female,United-States
61,White,Male,United-States
21,Asian-Pac-Islander,Female,Vietnam
27,White,Male,?
47,White,Male,Iran
39,White,Female,United-States
33,White,Male,United-States
22,Black,Female,United-States
38,Black,Female,United-States
45,White,Male,United-States
42,White,Male,United-States
35,White,Male,Germany
21,White,Female,United-States
49,Black,Female,United-States
50,Other,Female,United-States
36,White,Female,United-States
20,White,Male,United-States
49,Black,Female,United-States
40,White,Male,United-States
22,White,Female,United-States
60,White,Female,United-States
67,White,Female,United-States
21,Other,Female,United-States
60,Amer-Indian-Eskimo,Male,United-States
17,White,Female,United-States
43,White,Female,United-States
49,White,Male,United-States
41,Black,Female,United-States
38,White,Male,United-States
38,White,Male,United-States
35,White,Male,United-States
40,White,Male,United-States
23,White,Female,United-States
19,White,Female,United-States
40,White,Male,United-States
46,White,Female,United-States
25,White,Female,United-States
36,Black,Male,United-States
24,White,Male,United-States
62,White,Male,United-States
54,Asian-Pac-Islander,Male,China
23,White,Female,United-States
60,White,Female,United-States
18,White,Female,United-States
41,Black,Female,United-States
45,White,Female,United-States
62,Black,Female,United-States
28,Black,Female,United-States
36,White,Male,Yugoslavia
31,White,Male,United-States
44,Black,Male,?
33,White,Male,United-States
62,White,Male,United-States
27,White,Female,United-States
42,Black,Female,United-States
55,Black,Male,United-States
41,White,Female,United-States
26,White,Male,United-States
45,White,Female,United-States
67,White,Male,United-States
25,White,Male,United-States
30,White,Male,United-States
22,White,Male,United-States
19,White,Male,United-States
26,White,Female,United-States
61,White,Male,United-States
32,White,Female,United-States
43,White,Female,United-States
53,White,Female,United-States
53,White,Male,United-States
42,White,Male,United-States
36,White,Female,United-States
55,White,Male,United-States
35,White,Male,United-States
17,White,Female,United-States
55,White,Female,United-States
36,White,Male,United-States
40,White,Female,United-States
54,Black,Female,United-States
45,White,Male,United-States
48,White,Male,United-States
40,White,Male,United-States
31,White,Male,United-States
26,Asian-Pac-Islander,Male,Taiwan
34,White,Female,United-States
19,Other,Female,Puerto-Rico
31,White,Male,United-States
34,White,Female,United-States
55,White,Male,United-States
38,White,Male,United-States
21,White,Male,Mexico
27,White,Male,United-States
35,Black,Male,United-States
20,Other,Female,United-States
24,White,Female,United-States
27,White,Male,?
18,White,Male,United-States
28,White,Female,United-States
36,White,Female,United-States
66,White,Male,United-States
19,White,Female,United-States
59,White,Female,United-States
33,White,Male,United-States
28,White,Male,Mexico
34,White,Male,United-States
41,White,Female,United-States
30,White,Male,United-States
59,White,Male,United-States
42,White,Male,United-States
47,Black,Female,United-States
29,White,Female,Mexico
60,White,Male,United-States
53,White,Male,United-States
41,White,Male,United-States
32,White,Female,United-States
73,White,Female,United-States
20,White,Female,United-States
49,White,Male,United-States
36,White,Male,United-States
33,White,Female,United-States
25,Asian-Pac-Islander,Female,United-States
34,Black,Male,United-States
19,Asian-Pac-Islander,Female,United-States
40,White,Male,United-States
48,White,Male,United-States
51,White,Male,United-States
22,Black,Male,Jamaica
34,Black,Male,United-States
22,White,Female,United-States
34,White,Male,United-States
56,White,Male,United-States
49,White,Male,United-States
36,White,Female,United-States
18,White,Female,United-States
26,White,Male,United-States
48,White,Male,United-States
35,White,Male,United-States
29,White,Male,United-States
47,White,Male,United-States
21,White,Female,United-States
28,White,Female,United-States
53,White,Male,United-States
65,White,Female,United-States
26,White,Female,United-States
50,White,Male,United-States
26,White,Male,United-States
70,White,Male,United-States
55,White,Male,United-States
27,White,Male,United-States
31,White,Male,Cuba
43,White,Male,United-States
24,White,Male,United-States
22,White,Female,Mexico
26,Black,Female,United-States
23,White,Female,United-States
41,White,Male,United-States
52,White,Male,United-States
41,White,Female,United-States
59,White,Male,United-States
56,White,Female,United-States
58,White,Male,United-States
65,White,Male,United-States
24,Asian-Pac-Islander,Male,United-States
51,White,Male,United-States
31,White,Male,United-States
84,White,Female,United-States
51,White,Male,United-States
24,White,Male,United-States
30,White,Male,United-States
22,White,Male,Mexico
30,White,Male,Ireland
47,White,Female,United-States
19,White,Female,United-States
43,White,Female,United-States
30,White,Female,United-States
46,White,Female,United-States
49,White,Male,United-States
37,White,Female,Mexico
42,White,Male,United-States
57,White,Male,United-States
46,White,Female,United-States
23,White,Female,United-States
26,White,Male,United-States
64,White,Female,United-States
20,White,Female,Germany
31,White,Male,United-States
38,White,Male,United-States
44,White,Male,United-States
42,Asian-Pac-Islander,Male,United-States
23,White,Male,United-States
31,White,Male,United-States
35,White,Male,United-States
30,White,Male,United-States
35,White,Male,United-States
40,White,Female,United-States
18,White,Female,United-States
23,Asian-Pac-Islander,Male,?
63,Black,Male,United-States
20,White,Male,United-States
50,White,Male,United-States
49,White,Male,United-States
53,White,Male,United-States
34,White,Female,United-States
54,White,Male,United-States
40,White,Male,United-States
22,White,Female,United-States
28,White,Male,Mexico
24,White,Male,El-Salvador
37,White,Female,El-Salvador
62,White,Female,United-States
19,White,Male,United-States
51,Asian-Pac-Islander,Female,United-States
65,White,Female,United-States
31,White,Female,United-States
42,White,Male,United-States
42,Black,Female,United-States
54,White,Male,Cuba
23,White,Female,United-States
28,White,Female,United-States
42,White,Male,United-States
30,Black,Male,United-States
33,White,Male,United-States
33,White,Female,United-States
39,White,Male,United-States
27,White,Male,United-States
20,Black,Male,United-States
62,Asian-Pac-Islander,Male,Philippines
17,White,Male,United-States
58,Black,Female,United-States
69,White,Male,United-States
34,White,Male,United-States
34,White,Male,United-States
20,White,Male,United-States
64,White,Female,United-States
27,White,Male,?
41,White,Female,United-States
40,White,Male,El-Salvador
53,White,Male,United-States
44,White,Male,United-States
37,White,Female,Mexico
46,White,Male,United-States
17,White,Male,United-States
35,White,Male,United-States
36,White,Female,United-States
49,White,Male,United-States
48,White,Female,United-States
26,White,Male,United-States
26,White,Female,United-States
35,White,Male,United-States
29,White,Male,United-States
54,White,Male,United-States
36,Black,Male,United-States
25,White,Male,United-States
18,White,Male,United-States
21,Black,Female,United-States
22,Black,Male,United-States
52,White,Male,El-Salvador
36,White,Female,United-States
25,White,Female,United-States
49,White,Male,United-States
42,White,Male,United-States
37,White,Male,United-States
39,White,Male,United-States
32,White,Male,United-States
53,White,Male,United-States
30,White,Male,United-States
51,White,Female,United-States
62,Black,Female,United-States
38,White,Male,Mexico
23,White,Male,United-States
39,White,Male,United-States
37,White,Male,United-States
27,White,Female,United-States
41,White,Male,United-States
47,White,Male,United-States
25,Black,Female,United-States
35,White,Female,United-States
47,White,Male,United-States
30,White,Male,Puerto-Rico
29,White,Male,United-States
36,White,Female,United-States
42,White,Male,United-States
51,Black,Male,United-States
34,White,Male,United-States
44,White,Male,Portugal
27,White,Male,United-States
39,Black,Male,United-States
46,White,Male,United-States
32,White,Male,United-States
31,Black,Female,United-States
23,White,Male,United-States
47,White,Male,United-States
66,White,Male,United-States
26,White,Male,United-States
52,White,Male,United-States
53,White,Female,United-States
48,Asian-Pac-Islander,Male,Japan
37,White,Male,United-States
17,White,Female,United-States
50,White,Male,United-States
28,White,Female,Mexico
17,Black,Female,United-States
39,Black,Male,United-States
28,Black,Female,United-States
38,White,Male,United-States
53,White,Male,United-States
28,White,Male,United-States
42,White,Male,United-States
40,White,Male,United-States
20,White,Male,United-States
32,White,Male,United-States
23,White,Male,United-States
25,Asian-Pac-Islander,Male,Vietnam
41,Asian-Pac-Islander,Male,Taiwan
42,White,Male,United-States
18,White,Male,United-States
29,White,Male,Germany
36,White,Male,United-States
34,White,Male,United-States
34,White,Male,United-States
48,White,Male,United-States
36,White,Male,United-States
67,White,Male,United-States
53,White,Male,United-States
53,White,Male,United-States
45,White,Male,United-States
22,White,Female,United-States
25,White,Male,United-States
61,White,Female,United-States
31,Black,Female,United-States
47,White,Male,Germany
31,White,Male,United-States
17,Other,Female,Mexico
38,White,Male,United-States
23,Black,Male,?
42,Amer-Indian-Eskimo,Female,United-States
78,Asian-Pac-Islander,Male,United-States
54,White,Male,United-States
26,Asian-Pac-Islander,Female,United-States
30,White,Male,United-States
46,White,Male,United-States
26,Black,Female,United-States
30,White,Female,United-States
66,Black,Male,Jamaica
23,Black,Male,United-States
25,White,Male,United-States
32,White,Male,United-States
25,White,Male,United-States
51,White,Male,United-States
24,White,Male,United-States
22,White,Female,United-States
28,White,Female,United-States
29,Black,Female,United-States
26,White,Male,United-States
41,White,Male,United-States
19,White,Female,United-States
39,Asian-Pac-Islander,Male,?
51,White,Male,United-States
29,Black,Female,United-States
27,White,Male,Mexico
33,Black,Male,United-States
19,White,Female,United-States
67,Black,Male,United-States
41,White,Male,United-States
29,White,Male,United-States
28,Black,Male,United-States
25,White,Male,United-States
21,White,Male,United-States
24,White,Male,United-States
48,White,Female,United-States
46,White,Male,United-States
35,White,Male,United-States
35,White,Male,United-States
50,White,Male,United-States
22,White,Female,?
45,White,Male,United-States
62,White,Female,United-States
39,White,Male,United-States
33,White,Male,United-States
22,White,Female,United-States
50,White,Male,United-States
25,White,Female,United-States
44,White,Female,United-States
26,White,Male,United-States
31,White,Female,United-States
56,White,Female,United-States
49,White,Male,United-States
49,White,Male,United-States
46,White,Female,United-States
33,Black,Male,United-States
25,White,Female,United-States
40,White,Female,United-States
72,White,Male,United-States
32,White,Male,United-States
44,White,Male,United-States
48,White,Female,United-States
17,White,Female,United-States
50,White,Female,United-States
61,White,Female,United-States
22,Black,Male,United-States
17,White,Male,United-States
49,White,Male,United-States
26,White,Male,United-States
19,White,Male,United-States
17,White,Female,United-States
38,White,Male,United-States
34,Asian-Pac-Islander,Male,United-States
51,White,Male,United-States
48,White,Male,United-States
63,White,Male,United-States
19,White,Female,United-States
73,White,Female,United-States
51,White,Female,United-States
38,Black,Male,?
54,White,Male,United-States
41,White,Male,United-States
65,White,Male,United-States
36,White,Male,United-States
42,Other,Male,United-States
38,White,Male,United-States
20,White,Male,United-States
37,White,Male,United-States
35,White,Male,United-States
51,White,Male,United-States
23,White,Female,United-States
27,Black,Female,United-States
19,White,Male,United-States
37,White,Male,United-States
29,White,Male,United-States
33,White,Male,Mexico
60,White,Male,United-States
22,White,Male,United-States
22,Black,Male,United-States
60,Black,Female,United-States
35,White,Male,United-States
45,White,Female,United-States
30,Asian-Pac-Islander,Male,Vietnam
43,White,Male,United-States
32,White,Female,United-States
35,White,Male,United-States
32,Black,Female,United-States
61,Asian-Pac-Islander,Male,United-States
40,White,Female,United-States
20,White,Female,United-States
42,White,Male,United-States
21,White,Female,United-States
21,White,Female,United-States
26,White,Female,United-States
36,White,Male,United-States
24,White,Male,United-States
47,White,Male,United-States
51,White,Male,United-States
65,Black,Female,United-States
61,White,Female,?
67,White,Female,Nicaragua
49,White,Male,United-States
63,White,Male,United-States
58,White,Male,United-States
61,White,Female,United-States
36,Black,Male,United-States
19,Asian-Pac-Islander,Male,Vietnam
29,White,Male,United-States
43,White,Male,United-States
60,Black,Male,United-States
21,White,Male,United-States
22,White,Female,United-States
33,White,Male,United-States
36,Asian-Pac-Islander,Female,China
37,White,Male,United-States
35,White,Female,United-States
17,White,Male,United-States
37,White,Male,United-States
22,White,Female,United-States
28,White,Male,United-States
42,White,Female,United-States
57,White,Male,Hungary
26,White,Female,United-States
45,Black,Male,United-States
32,White,Male,United-States
63,White,Female,United-States
22,Asian-Pac-Islander,Female,South
36,White,Male,United-States
45,White,Female,United-States
34,White,Male,United-States
27,White,Male,United-States
20,White,Female,United-States
47,White,Male,United-States
46,White,Male,United-States
28,White,Female,United-States
45,White,Male,United-States
26,Asian-Pac-Islander,Female,Thailand
32,White,Male,United-States
30,White,Female,United-States
59,White,Male,Puerto-Rico
58,White,Female,United-States
45,White,Male,United-States
76,White,Male,United-States
38,White,Female,United-States
32,Black,Male,United-States
38,White,Male,United-States
30,Black,Female,United-States
53,White,Male,Greece
41,White,Male,?
27,White,Male,United-States
44,White,Male,United-States
35,Asian-Pac-Islander,Male,United-States
36,Other,Female,El-Salvador
51,White,Female,United-States
42,White,Male,United-States
40,White,Male,United-States
45,White,Male,United-States
55,White,Female,United-States
36,White,Male,United-States
57,Black,Male,United-States
27,White,Female,United-States
62,White,Male,United-States
29,White,Male,United-States
38,Amer-Indian-Eskimo,Male,United-States
29,White,Male,United-States
18,White,Male,United-States
19,Black,Male,United-States
32,White,Female,United-States
34,White,Male,United-States
25,White,Male,United-States
34,White,Male,United-States
37,White,Male,United-States
37,White,Male,United-States
18,White,Male,United-States
24,White,Male,United-States
17,White,Female,United-States
35,White,Female,United-States
31,Black,Female,United-States
29,White,Male,United-States
49,White,Male,United-States
71,White,Male,United-States
35,White,Male,United-States
55,White,Male,United-States
37,White,Male,Mexico
33,Black,Female,United-States
49,White,Male,United-States
32,White,Male,United-States
63,Black,Male,United-States
39,White,Male,United-States
42,White,Male,El-Salvador
30,White,Female,United-States
30,White,Male,United-States
48,White,Male,United-States
57,White,Male,United-States
56,Black,Female,United-States
28,White,Male,Honduras
43,White,Male,United-States
46,White,Male,United-States
60,White,Male,United-States
50,White,Female,United-States
37,White,Male,United-States
41,Black,Female,United-States
38,White,Female,United-States
23,White,Female,United-States
59,White,Male,United-States
72,White,Male,United-States
47,White,Female,United-States
29,White,Male,United-States
35,White,Male,United-States
24,White,Male,United-States
22,White,Female,United-States
24,White,Male,United-States
42,White,Male,United-States
55,White,Female,?
40,White,Female,United-States
61,Asian-Pac-Islander,Female,Japan
58,White,Male,United-States
39,White,Male,United-States
45,White,Female,United-States
25,White,Male,United-States
69,White,Male,United-States
36,White,Male,?
34,White,Male,United-States
45,White,Male,United-States
27,Black,Male,United-States
28,Black,Male,United-States
27,White,Female,United-States
41,White,Female,United-States
18,Black,Female,United-States
44,White,Male,United-States
47,White,Female,United-States
36,White,Male,United-States
66,White,Female,Guatemala
33,White,Female,United-States
39,White,Male,United-States
30,Black,Male,United-States
34,White,Male,United-States
62,White,Female,United-States
21,White,Female,United-States
50,White,Male,United-States
30,White,Male,United-States
43,White,Male,United-States
19,White,Female,United-States
26,White,Male,Japan
50,White,Male,Canada
45,White,Male,United-States
46,White,Male,United-States
17,White,Male,United-States
56,White,Male,United-States
25,Black,Female,United-States
47,Asian-Pac-Islander,Female,India
23,White,Male,United-States
51,White,Female,United-States
19,White,Female,United-States
33,White,Male,United-States
32,White,Female,United-States
52,White,Male,United-States
36,Black,Female,United-States
34,White,Male,United-States
26,White,Female,United-States
26,Other,Male,Dominican-Republic
35,White,Male,United-States
58,White,Male,United-States
32,White,Male,United-States
23,White,Female,United-States
28,Black,Male,United-States
20,White,Male,Mexico
17,White,Male,United-States
56,White,Male,United-States
26,White,Female,United-States
43,White,Female,United-States
45,White,Male,United-States
34,White,Female,United-States
54,White,Male,Mexico
51,White,Female,United-States
58,White,Male,United-States
49,White,Female,United-States
21,White,Female,United-States
44,White,Female,United-States
26,White,Female,United-States
39,White,Male,United-States
19,White,Male,United-States
37,White,Male,United-States
49,White,Male,United-States
45,Black,Female,United-States
60,Black,Female,United-States
28,Black,Male,United-States
23,Amer-Indian-Eskimo,Male,United-States
44,White,Female,United-States
19,White,Male,United-States
37,White,Male,United-States
41,White,Male,United-States
56,White,Male,United-States
44,White,Male,United-States
30,Asian-Pac-Islander,Male,Vietnam
23,White,Female,United-States
44,White,Female,United-States
38,White,Male,United-States
32,White,Male,United-States
57,White,Male,United-States
35,White,Male,United-States
48,White,Male,United-States
32,White,Male,United-States
76,White,Female,United-States
57,Black,Female,United-States
58,White,Female,United-States
51,White,Male,United-States
50,Black,Male,United-States
38,White,Female,United-States
53,White,Male,United-States
59,White,Male,United-States
23,White,Male,United-States
44,White,Male,United-States
23,White,Female,United-States
23,White,Male,United-States
44,White,Male,United-States
30,White,Male,United-States
28,White,Male,United-States
46,White,Female,United-States
34,Black,Female,United-States
38,White,Male,United-States
26,Black,Female,United-States
39,White,Male,United-States
28,Black,Male,United-States
33,Asian-Pac-Islander,Male,India
43,White,Female,United-States
30,Asian-Pac-Islander,Female,China
59,White,Male,United-States
26,White,Male,United-States
28,Black,Male,United-States
48,White,Male,United-States
49,White,Female,United-States
41,White,Male,United-States
20,White,Female,United-States
49,White,Male,United-States
37,White,Male,United-States
18,White,Female,United-States
61,White,Male,United-States
26,White,Male,United-States
66,White,Male,United-States
68,White,Female,United-States
27,White,Female,United-States
66,White,Male,United-States
28,White,Female,United-States
26,White,Female,United-States
25,Black,Female,United-States
46,White,Male,United-States
62,White,Male,United-States
35,White,Male,United-States
26,White,Male,United-States
40,White,Female,United-States
31,White,Male,Honduras
52,White,Male,United-States
61,Black,Male,United-States
39,White,Male,United-States
25,White,Female,United-States
47,White,Male,United-States
33,Other,Male,Ecuador
17,White,Male,United-States
26,White,Male,United-States
25,White,Male,United-States
39,White,Male,United-States
33,White,Male,United-States
46,Black,Male,United-States
27,White,Female,United-States
48,White,Male,United-States
29,White,Female,United-States
40,White,Male,United-States
24,Black,Male,United-States
55,Other,Male,India
56,White,Male,United-States
25,White,Male,United-States
36,White,Male,United-States
26,White,Male,United-States
37,White,Male,United-States
36,White,Male,United-States
23,White,Male,Mexico
25,White,Male,United-States
36,Black,Female,United-States
37,White,Male,?
39,White,Male,United-States
35,Black,Male,United-States
33,Black,Male,United-States
31,White,Male,United-States
49,White,Male,United-States
34,White,Male,?
40,Asian-Pac-Islander,Male,Trinadad&Tobago
27,White,Female,United-States
50,White,Male,United-States
38,Black,Female,United-States
55,Black,Male,United-States
49,White,Male,Italy
40,Other,Male,Mexico
42,White,Female,United-States
51,White,Male,United-States
27,Asian-Pac-Islander,Female,Laos
30,White,Male,United-States
70,White,Male,United-States
40,Black,Female,United-States
43,White,Male,United-States
24,White,Female,United-States
22,White,Male,United-States
38,White,Male,United-States
52,White,Male,United-States
32,White,Male,United-States
33,White,Female,United-States
21,White,Male,United-States
27,White,Male,United-States
31,White,Male,United-States
29,Asian-Pac-Islander,Female,Hong
49,White,Male,Greece
61,White,Male,United-States
46,White,Male,Germany
37,White,Male,United-States
56,White,Male,United-States
37,White,Male,United-States
26,White,Male,United-States
31,Black,Female,United-States
36,Asian-Pac-Islander,Female,South
52,White,Male,United-States
40,White,Male,United-States
21,White,Female,United-States
63,Black,Male,United-States
30,White,Female,United-States
30,White,Male,Peru
50,White,Male,United-States
41,White,Male,United-States
39,White,Male,United-States
23,White,Female,United-States
52,Black,Male,United-States
17,Black,Female,United-States
46,Black,Female,United-States
26,White,Female,United-States
30,White,Male,United-States
23,White,Male,United-States
21,Asian-Pac-Islander,Female,United-States
39,White,Male,United-States
37,Black,Male,United-States
40,White,Male,United-States
38,Black,Female,United-States
47,White,Male,United-States
20,White,Male,United-States
35,White,Male,United-States
62,White,Male,United-States
32,White,Female,United-States
42,White,Male,United-States
32,White,Male,United-States
27,Black,Female,United-States
53,White,Male,United-States
28,White,Male,Mexico
26,White,Male,United-States
47,White,Male,United-States
23,Black,Female,United-States
70,White,Male,United-States
41,Asian-Pac-Islander,Male,United-States
43,White,Male,United-States
65,White,Female,?
40,White,Male,United-States
64,White,Male,United-States
40,White,Male,United-States
43,White,Male,United-States
50,White,Male,United-States
19,White,Female,United-States
32,Black,Female,?
32,White,Male,United-States
42,White,Male,Mexico
41,White,Male,United-States
30,White,Female,England
20,White,Male,United-States
45,White,Male,United-States
42,White,Male,United-States
24,White,Male,United-States
43,White,Female,United-States
28,Black,Male,United-States
35,White,Female,United-States
36,Black,Male,United-States
38,White,Female,United-States
32,White,Female,United-States
50,White,Male,United-States
34,White,Male,United-States
35,White,Male,United-States
30,White,Female,France
61,White,Male,United-States
27,White,Male,United-States
61,Black,Female,United-States
18,White,Male,Mexico
31,White,Male,United-States
31,White,Male,United-States
20,Black,Female,United-States
35,White,Male,United-States
51,Black,Male,United-States
43,White,Male,United-States
18,White,Male,United-States
55,White,Male,United-States
59,White,Female,United-States
21,White,Female,United-States
22,White,Female,United-States
60,White,Female,England
49,White,Male,United-States
21,White,Female,United-States
61,White,Male,United-States
64,White,Male,United-States
63,White,Male,United-States
27,White,Female,United-States
23,Black,Female,United-States
41,White,Female,United-States
18,Black,Male,United-States
40,White,Female,United-States
55,White,Male,United-States
17,White,Female,United-States
34,White,Male,United-States
24,White,Female,United-States
30,White,Female,United-States
29,Asian-Pac-Islander,Male,United-States
52,White,Male,United-States
57,White,Male,United-States
38,White,Female,United-States
43,White,Female,United-States
61,White,Female,United-States
38,White,Male,United-States
51,Black,Male,United-States
40,White,Male,Mexico
41,White,Male,United-States
19,White,Female,United-States
28,White,Male,Mexico
59,White,Male,United-States
32,White,Female,United-States
31,White,Male,United-States
30,White,Male,United-States
54,White,Male,United-States
33,White,Male,United-States
20,White,Female,United-States
27,White,Female,United-States
32,White,Male,United-States
35,Black,Female,United-States
27,White,Male,United-States
40,White,Male,United-States
34,White,Male,United-States
34,White,Male,United-States
38,White,Female,United-States
28,Other,Male,United-States
65,White,Male,United-States
61,White,Male,United-States
18,White,Female,United-States
35,White,Male,United-States
45,White,Female,United-States
68,White,Female,United-States
25,White,Male,United-States
48,White,Male,United-States
19,White,Female,United-States
43,Black,Female,United-States
54,White,Male,United-States
47,White,Male,United-States
25,White,Female,United-States
30,White,Male,United-States
67,White,Male,United-States
35,White,Female,United-States
26,White,Male,United-States
61,White,Male,United-States
54,White,Male,United-States
50,Asian-Pac-Islander,Male,Cambodia
32,White,Female,Columbia
34,White,Female,United-States
36,White,Male,United-States
50,White,Male,United-States
28,White,Male,United-States
22,White,Female,United-States
58,White,Male,United-States
27,White,Male,Mexico
62,White,Male,United-States
36,White,Male,United-States
21,White,Female,United-States
41,White,Female,England
28,White,Male,United-States
33,White,Male,United-States
54,White,Male,United-States
19,Amer-Indian-Eskimo,Female,United-States
76,White,Male,United-States
25,White,Female,United-States
34,White,Male,United-States
40,White,Female,United-States
22,White,Female,United-States
17,White,Male,United-States
55,White,Female,United-States
51,White,Female,United-States
26,Other,Male,Mexico
44,White,Male,United-States
65,White,Male,United-States
54,White,Male,United-States
34,White,Male,United-States
42,White,Male,United-States
26,White,Male,United-States
39,Asian-Pac-Islander,Male,Philippines
46,Black,Female,United-States
34,White,Male,El-Salvador
59,White,Male,United-States
20,White,Male,United-States
34,White,Male,United-States
62,White,Female,Scotland
51,White,Male,United-States
34,White,Male,United-States
47,White,Female,United-States
21,White,Male,United-States
30,White,Male,United-States
38,White,Male,United-States
45,Asian-Pac-Islander,Female,Philippines
23,White,Female,United-States
34,White,Male,United-States
22,White,Male,United-States
31,White,Male,United-States
50,White,Male,United-States
19,White,Male,Mexico
28,Black,Female,United-States
23,White,Female,United-States
35,White,Male,United-States
28,Black,Male,United-States
27,White,Male,United-States
46,White,Male,United-States
27,White,Male,United-States
25,White,Female,United-States
34,White,Male,United-States
33,White,Male,United-States
36,White,Female,United-States
30,White,Male,United-States
23,White,Female,United-States
36,White,Male,Mexico
29,White,Female,United-States
50,White,Male,United-States
19,White,Male,United-States
20,White,Female,United-States
52,White,Male,United-States
20,White,Male,United-States
22,White,Female,United-States
34,White,Male,United-States
60,White,Male,United-States
19,Black,Male,United-States
59,White,Male,United-States
36,White,Male,United-States
25,White,Male,Cuba
49,White,Male,United-States
25,White,Female,United-States
50,White,Female,United-States
44,White,Female,United-States
28,White,Female,United-States
33,White,Male,United-States
40,White,Male,United-States
56,White,Male,United-States
56,White,Male,United-States
23,White,Male,United-States
38,Black,Female,United-States
21,White,Female,United-States
67,White,Male,United-States
54,White,Male,United-States
50,Black,Female,United-States
59,White,Male,United-States
51,Black,Female,United-States
30,White,Female,United-States
42,White,Male,United-States
64,White,Female,United-States
61,White,Female,United-States
26,White,Male,United-States
47,White,Male,United-States
78,White,Male,United-States
24,White,Male,United-States
27,White,Male,Puerto-Rico
51,White,Male,United-States
46,White,Male,United-States
55,White,Male,United-States
20,White,Male,United-States
30,White,Male,United-States
36,White,Male,United-States
19,White,Female,United-States
30,White,Male,United-States
31,White,Male,United-States
26,White,Male,United-States
59,White,Male,United-States
53,White,Male,United-States
24,White,Female,United-States
24,White,Male,United-States
36,White,Female,United-States
39,White,Male,United-States
53,Black,Male,United-States
75,Asian-Pac-Islander,Male,United-States
36,White,Male,United-States
46,White,Male,United-States
56,White,Male,United-States
29,Black,Male,United-States
60,White,Male,United-States
58,White,Male,United-States
67,White,Male,United-States
35,White,Male,United-States
39,White,Male,United-States
37,White,Male,United-States
54,White,Male,United-States
63,White,Male,United-States
47,White,Female,United-States
23,White,Female,United-States
55,White,Male,United-States
49,White,Female,United-States
39,White,Male,United-States
23,White,Male,United-States
19,White,Female,United-States
44,White,Male,United-States
25,Amer-Indian-Eskimo,Female,United-States
35,Black,Male,United-States
23,White,Female,Cuba
48,White,Male,United-States
48,White,Male,United-States
44,Black,Female,United-States
55,White,Female,United-States
33,White,Male,United-States
18,White,Male,United-States
24,White,Male,United-States
32,White,Male,England
24,White,Female,United-States
44,White,Male,United-States
27,White,Male,United-States
39,White,Male,France
26,White,Male,United-States
34,White,Male,United-States
38,White,Male,United-States
41,White,Male,United-States
73,Asian-Pac-Islander,Male,Vietnam
32,White,Male,United-States
56,Black,Male,United-States
59,White,Male,United-States
44,White,Male,United-States
35,Asian-Pac-Islander,Male,South
52,Other,Male,Columbia
30,White,Male,United-States
23,White,Male,United-States
43,White,Female,United-States
61,White,Male,United-States
38,White,Female,United-States
68,White,Male,United-States
41,White,Male,United-States
42,White,Male,United-States
48,Amer-Indian-Eskimo,Female,United-States
19,White,Female,United-States
31,Asian-Pac-Islander,Male,India
40,White,Male,United-States
32,Asian-Pac-Islander,Female,Philippines
51,White,Male,United-States
44,White,Male,United-States
23,White,Female,England
30,White,Male,United-States
44,White,Female,United-States
24,White,Male,United-States
34,White,Male,United-States
17,White,Male,?
61,Asian-Pac-Islander,Male,India
30,White,Male,United-States
45,White,Male,United-States
22,White,Female,United-States
49,White,Male,United-States
39,White,Female,United-States
39,Black,Male,United-States
34,White,Female,United-States
52,White,Male,United-States
24,White,Female,United-States
38,White,Male,United-States
19,White,Male,United-States
24,White,Female,United-States
25,White,Male,United-States
71,White,Male,United-States
27,Black,Female,United-States
28,Black,Female,United-States
54,Black,Male,Jamaica
18,Black,Female,United-States
49,Black,Male,United-States
36,White,Female,United-States
57,White,Male,United-States
