age,workclass,education,occupation,hours-per-week,income
45,Self-emp-inc,Prof-school,Prof-specialty,43,1
25,Private,Bachelors,Sales,40,0
23,Private,Some-college,Handlers-cleaners,40,0
43,Private,7th-8th,Other-service,38,0
32,Private,10th,Machine-op-inspct,40,0
17,Private,11th,Sales,36,0
26,Private,11th,Other-service,30,0
37,Private,Some-college,Craft-repair,35,0
45,Federal-gov,Bachelors,Exec-managerial,40,0
49,Self-emp-inc,Masters,Sales,40,1
44,Private,7th-8th,Other-service,38,0
38,State-gov,Doctorate,Prof-specialty,45,1
18,Private,10th,Other-service,40,0
34,Private,HS-grad,Machine-op-inspct,20,0
26,Self-emp-inc,Some-college,Sales,40,0
39,Local-gov,HS-grad,Adm-clerical,42,0
49,Private,Some-college,Priv-house-serv,90,0
23,Local-gov,HS-grad,Adm-clerical,40,0
51,Self-emp-not-inc,HS-grad,Other-service,20,0
29,State-gov,Some-college,Adm-clerical,20,0
24,Private,Some-college,Sales,20,0
36,Private,Bachelors,Prof-specialty,40,1
45,Private,HS-grad,Sales,35,0
55,Private,Bachelors,Adm-clerical,40,0
21,Private,HS-grad,Adm-clerical,40,0
38,Private,HS-grad,Craft-repair,36,0
31,Private,Bachelors,Sales,40,0
24,Local-gov,Some-college,Protective-serv,40,0
27,Private,HS-grad,Craft-repair,40,0
25,Private,HS-grad,Sales,40,0
29,Local-gov,Some-college,Protective-serv,40,0
21,Private,Some-college,Adm-clerical,20,0
44,Private,Some-college,Machine-op-inspct,50,0
74,?,7th-8th,?,2,0
54,Local-gov,HS-grad,Other-service,40,0
30,Private,Some-college,Prof-specialty,68,0
42,Local-gov,Masters,Protective-serv,35,0
23,Private,Some-college,Sales,25,0
21,Private,Some-college,Prof-specialty,20,0
73,Local-gov,HS-grad,Other-service,15,0
58,Private,Doctorate,Prof-specialty,50,1
51,Self-emp-not-inc,Assoc-acdm,Farming-fishing,40,0
49,Self-emp-not-inc,Assoc-voc,Transport-moving,48,0
51,Private,12th,Transport-moving,50,0
17,?,11th,?,30,0
37,Private,HS-grad,Craft-repair,40,0
52,Self-emp-not-inc,HS-grad,Exec-managerial,45,1
35,Self-emp-not-inc,Some-college,Other-service,84,0
24,Private,11th,Protective-serv,40,0
28,Private,10th,Transport-moving,45,0
29,Private,Some-college,Adm-clerical,60,0
26,Private,Bachelors,Craft-repair,40,0
42,State-gov,HS-grad,Adm-clerical,25,0
47,Self-emp-not-inc,HS-grad,Other-service,75,0
44,Private,HS-grad,Craft-repair,45,0
48,Self-emp-not-inc,Some-college,Sales,60,0
30,Self-emp-not-inc,HS-grad,Transport-moving,40,0
29,Private,Some-college,Adm-clerical,40,0
56,Self-emp-inc,9th,Transport-moving,99,0
60,Private,Prof-school,Prof-specialty,70,1
26,Private,Masters,Exec-managerial,40,0
44,Private,Assoc-voc,Adm-clerical,51,1
52,Private,Some-college,Tech-support,36,0
49,Private,Some-college,Adm-clerical,40,0
26,Local-gov,Bachelors,Prof-specialty,38,0
24,Private,11th,Craft-repair,35,0
75,Private,Bachelors,Exec-managerial,24,0
61,Private,HS-grad,Adm-clerical,5,0
28,Private,HS-grad,Transport-moving,17,0
46,Private,Assoc-voc,Prof-specialty,40,0
54,Private,Some-college,Sales,45,1
33,Private,HS-grad,Handlers-cleaners,40,0
41,Local-gov,Assoc-voc,Adm-clerical,44,0
64,Private,Some-college,Exec-managerial,20,0
48,Private,Some-college,Exec-managerial,40,0
75,Self-emp-inc,11th,Exec-managerial,50,0
43,State-gov,HS-grad,Other-service,40,0
39,Private,HS-grad,Machine-op-inspct,36,0
46,Private,Bachelors,Prof-specialty,45,1
30,Self-emp-inc,Bachelors,Sales,52,1
45,Private,Some-college,Machine-op-inspct,45,0
33,Private,Bachelors,Exec-managerial,40,0
19,Private,HS-grad,Handlers-cleaners,25,0
35,Private,HS-grad,Craft-repair,40,0
40,Private,Prof-school,Prof-specialty,30,1
44,Local-gov,Some-college,Protective-serv,80,0
36,Self-emp-not-inc,Bachelors,Other-service,45,1
39,Private,HS-grad,Sales,40,0
45,State-gov,HS-grad,Exec-managerial,38,1
60,Private,11th,Sales,40,1
41,Private,HS-grad,Protective-serv,40,0
43,Private,HS-grad,Sales,44,0
52,Local-gov,HS-grad,Transport-moving,40,0
25,Local-gov,Bachelors,Prof-specialty,40,0
33,Private,HS-grad,Other-service,36,0
36,Private,Masters,Prof-specialty,40,0
42,Private,HS-grad,Other-service,40,0
20,Private,Some-college,Craft-repair,40,0
53,Private,HS-grad,Sales,30,0
23,Private,Some-college,Other-service,30,0
32,State-gov,Bachelors,Exec-managerial,55,1
32,Private,11th,Transport-moving,45,0
25,Private,Some-college,Farming-fishing,60,0
28,Private,HS-grad,Other-service,20,0
24,Private,HS-grad,Craft-repair,40,0
47,Self-emp-not-inc,Masters,Prof-specialty,40,1
54,Federal-gov,HS-grad,Machine-op-inspct,40,0
54,Private,Some-college,Adm-clerical,40,0
45,Private,Bachelors,Prof-specialty,30,0
37,Private,HS-grad,Sales,40,0
38,Private,Some-college,Other-service,40,0
22,State-gov,Some-college,Adm-clerical,40,0
36,Private,11th,Craft-repair,60,0
20,Private,Some-college,Other-service,25,0
46,Private,HS-grad,Handlers-cleaners,35,0
44,State-gov,Bachelors,Prof-specialty,38,0
41,Private,Doctorate,Prof-specialty,60,0
39,Private,HS-grad,Transport-moving,60,0
26,Private,HS-grad,Adm-clerical,40,0
42,Self-emp-not-inc,Bachelors,Prof-specialty,21,0
56,Self-emp-not-inc,Some-college,Farming-fishing,20,1
35,Local-gov,Some-college,Other-service,40,0
53,Local-gov,Masters,Prof-specialty,55,1
34,Local-gov,Some-college,Craft-repair,40,0
46,State-gov,HS-grad,Transport-moving,40,0
26,Private,HS-grad,Craft-repair,40,0
32,Private,Bachelors,Sales,50,1
38,Private,Bachelors,Prof-specialty,40,1
41,Private,Masters,Exec-managerial,65,1
47,Private,HS-grad,Craft-repair,50,0
30,Private,Some-college,Sales,45,0
30,Private,HS-grad,Adm-clerical,40,0
42,Private,Some-college,Sales,50,1
24,Local-gov,Some-college,Protective-serv,40,0
41,Private,Some-college,Adm-clerical,40,1
53,Private,Some-college,Tech-support,40,0
24,Private,Some-college,Sales,40,0
25,Private,HS-grad,Adm-clerical,40,0
48,Private,HS-grad,Craft-repair,40,0
43,Self-emp-not-inc,Some-college,Farming-fishing,50,0
53,Private,HS-grad,Machine-op-inspct,40,0
64,Local-gov,Masters,Prof-specialty,25,0
61,Private,Doctorate,Prof-specialty,40,0
38,Private,HS-grad,Sales,55,0
29,Self-emp-not-inc,HS-grad,Other-service,30,0
20,Private,Some-college,Adm-clerical,14,0
56,Private,Bachelors,Exec-managerial,45,1
50,Self-emp-not-inc,Prof-school,Prof-specialty,30,1
46,Private,Masters,Prof-specialty,41,0
39,Private,10th,Machine-op-inspct,40,0
43,Private,Some-college,Craft-repair,40,0
29,Private,HS-grad,Craft-repair,40,0
40,Private,HS-grad,Other-service,47,0
36,Local-gov,Some-college,Protective-serv,55,0
39,Local-gov,Masters,Prof-specialty,55,0
36,Private,Prof-school,Prof-specialty,50,0
45,Private,HS-grad,Other-service,40,0
30,Private,Bachelors,Prof-specialty,50,0
50,Private,Doctorate,Prof-specialty,55,0
39,Federal-gov,Bachelors,Prof-specialty,60,0
61,Private,Some-college,Handlers-cleaners,20,0
33,Private,Masters,Adm-clerical,40,0
24,Private,HS-grad,Adm-clerical,40,0
35,Self-emp-not-inc,Masters,Sales,40,1
54,?,Preschool,?,40,0
25,Private,HS-grad,Sales,35,0
28,Private,HS-grad,Handlers-cleaners,40,0
39,Private,Masters,Exec-managerial,40,1
38,Private,11th,Farming-fishing,40,0
31,Private,5th-6th,Transport-moving,30,0
72,Self-emp-not-inc,HS-grad,Farming-fishing,42,0
38,Federal-gov,HS-grad,Prof-specialty,40,0
50,Private,Assoc-voc,Other-service,20,0
33,Self-emp-not-inc,Bachelors,Sales,45,1
19,?,Some-college,?,45,0
58,Private,HS-grad,Machine-op-inspct,40,0
46,Private,9th,Machine-op-inspct,40,0
20,Private,Some-college,Handlers-cleaners,40,0
38,Self-emp-not-inc,7th-8th,Sales,40,0
34,Private,Bachelors,Prof-specialty,40,1
22,Private,5th-6th,Farming-fishing,40,0
24,Private,Bachelors,Prof-specialty,44,0
20,Private,HS-grad,Machine-op-inspct,40,0
42,Private,Masters,Adm-clerical,40,1
38,Private,Some-college,Exec-managerial,80,0
32,Private,HS-grad,Craft-repair,40,0
44,Private,Masters,Prof-specialty,44,1
47,Private,HS-grad,Craft-repair,45,0
32,Private,HS-grad,Craft-repair,40,0
50,Private,HS-grad,Handlers-cleaners,45,0
31,Private,HS-grad,Sales,40,0
23,Private,Some-college,Other-service,50,0
47,Private,HS-grad,Craft-repair,45,1
48,Private,Bachelors,Exec-managerial,50,0
33,Private,Some-college,Adm-clerical,40,0
49,Private,Bachelors,Prof-specialty,45,0
46,Private,Assoc-acdm,Adm-clerical,40,0
39,Private,Some-college,Sales,50,0
27,Private,Bachelors,Prof-specialty,42,1
18,Private,HS-grad,Craft-repair,40,0
23,?,Some-college,?,40,0
29,Private,Some-college,Exec-managerial,40,0
28,Private,HS-grad,Sales,40,0
55,Private,Some-college,Sales,50,0
36,Private,Masters,Sales,45,1
50,Local-gov,Masters,Prof-specialty,40,0
71,Local-gov,Masters,Exec-managerial,20,0
27,Private,HS-grad,Other-service,40,0
35,Federal-gov,HS-grad,Adm-clerical,40,0
27,Private,Some-college,Tech-support,32,0
43,Private,HS-grad,Sales,30,0
51,Private,HS-grad,Handlers-cleaners,30,0
40,Private,Bachelors,Tech-support,45,0
26,Private,11th,Transport-moving,35,0
51,Private,HS-grad,Craft-repair,54,0
46,Private,HS-grad,Other-service,25,0
45,Self-emp-not-inc,11th,Craft-repair,50,0
43,Local-gov,Masters,Prof-specialty,45,0
17,Private,11th,Other-service,18,0
54,Federal-gov,Bachelors,Exec-managerial,40,0
53,Private,Some-college,Sales,25,0
32,State-gov,Masters,Adm-clerical,38,0
53,Self-emp-inc,Assoc-voc,Farming-fishing,75,0
39,Private,Assoc-voc,Exec-managerial,40,0
29,Private,Assoc-acdm,Craft-repair,43,0
68,Private,Assoc-voc,Exec-managerial,40,0
51,Self-emp-not-inc,Assoc-acdm,Exec-managerial,40,0
18,Never-worked,11th,?,10,0
29,Private,Bachelors,Exec-managerial,45,1
68,Self-emp-inc,Bachelors,Sales,70,0
50,Private,Masters,Exec-managerial,55,0
65,Private,HS-grad,Exec-managerial,40,1
33,Private,Bachelors,Sales,50,1
18,Private,11th,Other-service,9,0
47,Self-emp-inc,Bachelors,Prof-specialty,60,0
48,Self-emp-inc,Some-college,Exec-managerial,55,0
22,Private,Some-college,Other-service,50,0
26,Private,Some-college,Other-service,40,0
20,Private,HS-grad,Sales,40,0
32,Federal-gov,HS-grad,Craft-repair,55,0
37,State-gov,Bachelors,Prof-specialty,36,1
61,Private,HS-grad,Adm-clerical,40,0
31,Private,Bachelors,Craft-repair,40,0
37,Private,Bachelors,Prof-specialty,55,0
39,Private,Bachelors,Prof-specialty,45,0
51,Private,Some-college,Exec-managerial,40,0
45,Federal-gov,Assoc-acdm,Adm-clerical,40,0
57,Self-emp-inc,Prof-school,Prof-specialty,60,1
36,State-gov,Masters,Prof-specialty,30,0
47,Self-emp-not-inc,Masters,Prof-specialty,60,0
61,Private,Some-college,Adm-clerical,34,1
47,Federal-gov,Assoc-acdm,Handlers-cleaners,40,0
61,Self-emp-inc,Bachelors,Sales,50,0
55,Private,HS-grad,Machine-op-inspct,44,0
44,Private,HS-grad,Other-service,30,0
24,Private,HS-grad,Machine-op-inspct,48,0
31,Private,HS-grad,Craft-repair,40,0
42,Private,Assoc-acdm,Sales,40,0
26,Private,HS-grad,Transport-moving,40,0
47,Private,Some-college,Exec-managerial,40,1
41,Private,Bachelors,Exec-managerial,45,0
45,Self-emp-not-inc,HS-grad,Craft-repair,40,0
41,Private,Bachelors,Tech-support,40,0
51,Private,Some-college,Adm-clerical,35,0
75,Self-emp-inc,HS-grad,Exec-managerial,40,0
38,Self-emp-not-inc,Prof-school,Prof-specialty,60,0
33,Private,HS-grad,Transport-moving,55,0
35,Private,Prof-school,Prof-specialty,75,1
35,Private,HS-grad,Machine-op-inspct,40,0
37,Private,Bachelors,Exec-managerial,60,1
57,Private,Some-college,Sales,40,0
20,Private,Some-college,Adm-clerical,30,0
39,Private,HS-grad,Handlers-cleaners,40,0
34,Private,Some-college,Other-service,40,0
23,Private,7th-8th,Machine-op-inspct,40,0
25,Private,Assoc-acdm,Craft-repair,45,0
30,Self-emp-not-inc,HS-grad,Prof-specialty,25,0
52,Private,12th,Machine-op-inspct,40,0
24,Private,Some-college,Craft-repair,40,0
38,Self-emp-inc,HS-grad,Exec-managerial,50,0
34,Private,HS-grad,Craft-repair,40,0
37,Private,HS-grad,Transport-moving,40,0
35,Private,Some-college,Prof-specialty,40,0
23,Federal-gov,HS-grad,Armed-Forces,8,0
38,Private,Assoc-voc,Adm-clerical,38,0
21,Local-gov,Some-college,Protective-serv,40,0
43,Private,Prof-school,Tech-support,50,1
41,Self-emp-not-inc,Masters,Sales,5,1
33,Local-gov,Assoc-voc,Prof-specialty,60,0
24,Private,HS-grad,Farming-fishing,98,0
42,Private,Some-college,Exec-managerial,40,0
22,Local-gov,Assoc-acdm,Adm-clerical,35,0
60,Private,Doctorate,Priv-house-serv,30,0
43,Private,Doctorate,Prof-specialty,40,0
39,Private,Assoc-voc,Exec-managerial,40,0
46,Private,Assoc-acdm,Sales,45,0
37,Private,HS-grad,Craft-repair,40,0
31,Private,Some-college,Adm-clerical,40,0
40,Self-emp-inc,Assoc-acdm,Sales,50,1
28,Local-gov,Some-college,Protective-serv,40,0
41,Private,Masters,Prof-specialty,45,1
30,Private,HS-grad,Tech-support,40,0
27,Local-gov,Bachelors,Prof-specialty,40,0
46,State-gov,HS-grad,Other-service,40,0
52,Private,HS-grad,Machine-op-inspct,40,1
31,Private,HS-grad,Craft-repair,40,0
59,Private,Masters,Sales,55,1
24,State-gov,Bachelors,Adm-clerical,65,0
27,?,HS-grad,?,40,0
27,Private,Some-college,Adm-clerical,40,0
53,Private,HS-grad,Protective-serv,40,0
27,Private,Bachelors,Handlers-cleaners,35,0
27,Private,Assoc-voc,Farming-fishing,40,0
32,Private,Masters,Exec-managerial,45,0
17,Private,9th,Other-service,35,0
40,Private,Bachelors,Sales,50,1
52,Local-gov,Assoc-acdm,Other-service,30,0
19,Private,Some-college,Adm-clerical,40,0
65,Private,HS-grad,Sales,25,0
25,Private,Masters,Prof-specialty,45,0
46,Private,Some-college,Machine-op-inspct,40,0
71,Self-emp-not-inc,HS-grad,Machine-op-inspct,3,0
52,Private,1st-4th,Machine-op-inspct,40,0
28,Private,Bachelors,Sales,45,0
54,Private,5th-6th,Machine-op-inspct,40,0
40,Private,HS-grad,Craft-repair,40,0
35,Private,HS-grad,Other-service,40,0
32,Private,HS-grad,Other-service,20,0
40,Private,Some-college,Craft-repair,50,0
40,State-gov,Some-college,Adm-clerical,49,0
45,State-gov,Bachelors,Exec-managerial,60,1
33,Private,HS-grad,Transport-moving,40,0
19,Private,Assoc-voc,Other-service,16,0
38,Self-emp-not-inc,Some-college,Craft-repair,30,0
36,Private,10th,Transport-moving,48,0
39,Private,9th,Other-service,40,0
35,Private,Some-college,Tech-support,40,0
55,Self-emp-not-inc,Assoc-acdm,Sales,60,0
34,Private,Bachelors,Exec-managerial,50,1
61,Private,HS-grad,Machine-op-inspct,40,0
23,Private,7th-8th,Farming-fishing,36,0
38,Private,HS-grad,Exec-managerial,40,0
40,Private,Bachelors,Prof-specialty,60,0
44,Private,Some-college,Adm-clerical,40,0
20,?,Some-college,?,15,0
21,Private,HS-grad,Handlers-cleaners,36,0
64,Private,5th-6th,Priv-house-serv,4,0
34,Private,11th,Machine-op-inspct,45,0
31,Private,HS-grad,Adm-clerical,50,0
42,Self-emp-not-inc,Some-college,Craft-repair,45,0
26,Private,Assoc-acdm,Sales,30,0
54,Private,Some-college,Craft-repair,50,0
31,Private,Bachelors,Tech-support,45,0
61,Self-emp-inc,Prof-school,Exec-managerial,40,0
52,?,7th-8th,?,40,0
45,Local-gov,HS-grad,Protective-serv,40,1
37,Private,Bachelors,Prof-specialty,40,0
46,Private,Bachelors,Exec-managerial,40,0
33,Private,HS-grad,Craft-repair,42,0
45,Private,Assoc-voc,Prof-specialty,40,0
32,Private,Bachelors,Adm-clerical,40,1
34,Private,HS-grad,Tech-support,40,0
23,Private,Some-college,Sales,40,0
19,Private,HS-grad,Handlers-cleaners,60,0
37,Local-gov,HS-grad,Craft-repair,40,0
53,Private,Some-college,Exec-managerial,60,1
36,Self-emp-not-inc,Doctorate,Prof-specialty,35,0
18,Private,9th,Farming-fishing,20,0
46,Private,Assoc-acdm,Craft-repair,50,0
29,Private,Bachelors,Sales,40,1
19,Private,Some-college,Machine-op-inspct,35,0
41,Private,HS-grad,Craft-repair,40,0
39,Private,Bachelors,Prof-specialty,60,0
33,Private,Some-college,Exec-managerial,50,1
41,Private,Masters,Prof-specialty,45,1
43,Self-emp-inc,HS-grad,Craft-repair,60,0
35,Private,Assoc-acdm,Craft-repair,45,0
19,Private,12th,Sales,30,0
42,Local-gov,HS-grad,Protective-serv,90,0
25,Private,9th,Handlers-cleaners,40,0
20,Private,HS-grad,Adm-clerical,30,0
54,Private,HS-grad,Craft-repair,44,1
46,Private,10th,Other-service,25,0
57,Self-emp-not-inc,Some-college,Sales,25,1
22,Private,HS-grad,Sales,40,0
59,State-gov,Bachelors,Exec-managerial,40,0
45,Private,Doctorate,Prof-specialty,50,0
59,State-gov,Some-college,Exec-managerial,40,0
59,Private,HS-grad,Craft-repair,40,0
37,Private,Bachelors,Farming-fishing,45,0
39,Private,Some-college,Craft-repair,40,0
50,Private,HS-grad,Machine-op-inspct,40,0
34,Private,Doctorate,Prof-specialty,60,1
35,Private,HS-grad,Tech-support,40,0
18,Private,HS-grad,Other-service,16,0
25,Private,HS-grad,Sales,40,0
55,Private,11th,Handlers-cleaners,40,0
37,Private,1st-4th,Farming-fishing,77,0
40,Self-emp-not-inc,Masters,Prof-specialty,45,0
37,Private,HS-grad,Other-service,30,0
17,?,10th,?,17,0
40,Private,Masters,Exec-managerial,45,1
65,Private,Bachelors,Adm-clerical,34,0
33,Private,11th,Sales,40,0
62,Local-gov,Assoc-voc,Adm-clerical,40,0
40,Federal-gov,Bachelors,Prof-specialty,45,0
38,Private,Some-college,Exec-managerial,40,0
21,Private,Some-college,Craft-repair,54,0
24,Private,Bachelors,Sales,65,0
34,State-gov,Some-college,Adm-clerical,38,0
34,Private,HS-grad,Craft-repair,40,0
21,Private,Assoc-acdm,Adm-clerical,20,0
32,Private,Bachelors,Prof-specialty,40,0
40,Private,HS-grad,Transport-moving,60,0
21,?,Some-college,?,40,0
42,Private,HS-grad,Other-service,40,0
19,Private,HS-grad,Sales,25,0
27,Local-gov,HS-grad,Tech-support,50,0
41,Private,9th,Exec-managerial,84,0
28,Local-gov,HS-grad,Protective-serv,40,0
33,Private,Bachelors,Sales,40,0
56,Self-emp-not-inc,HS-grad,Machine-op-inspct,45,0
23,Private,HS-grad,Adm-clerical,40,0
33,State-gov,Some-college,Other-service,40,0
24,Private,HS-grad,Other-service,40,0
68,Private,Masters,Prof-specialty,40,0
69,?,HS-grad,?,8,0
26,Self-emp-not-inc,9th,Craft-repair,40,0
66,Private,Bachelors,Prof-specialty,99,0
34,Private,HS-grad,Craft-repair,45,0
61,Self-emp-not-inc,Some-college,Exec-managerial,50,1
22,Private,Some-college,Prof-specialty,50,0
25,?,Some-college,?,40,0
63,?,HS-grad,?,25,0
32,Private,Some-college,Sales,65,0
45,Federal-gov,Masters,Exec-managerial,40,0
36,Private,10th,Transport-moving,70,0
21,Local-gov,Some-college,Adm-clerical,4,0
31,Private,Assoc-voc,Adm-clerical,40,0
58,Private,Some-college,Exec-managerial,40,1
46,Private,HS-grad,Machine-op-inspct,50,1
34,?,Bachelors,?,10,1
37,State-gov,Bachelors,Prof-specialty,40,0
19,Private,Some-college,Adm-clerical,15,0
44,Private,HS-grad,Craft-repair,40,0
21,Private,HS-grad,Sales,30,0
49,Federal-gov,Some-college,Exec-managerial,40,0
18,Private,10th,Other-service,40,0
51,Private,Some-college,Sales,60,0
25,Private,Bachelors,Tech-support,30,0
64,Local-gov,Doctorate,Protective-serv,45,0
54,Private,9th,Craft-repair,40,0
21,State-gov,Some-college,Other-service,11,0
26,Private,HS-grad,Craft-repair,40,1
20,Private,Some-college,Handlers-cleaners,12,0
28,Local-gov,HS-grad,Transport-moving,25,0
53,Private,HS-grad,Other-service,40,0
30,Private,HS-grad,Adm-clerical,44,0
37,Self-emp-not-inc,Some-college,Craft-repair,50,0
59,Private,HS-grad,Exec-managerial,40,0
37,Private,Bachelors,Adm-clerical,40,0
48,Federal-gov,Bachelors,Adm-clerical,48,0
58,Private,HS-grad,Craft-repair,40,1
59,Private,Some-college,Adm-clerical,40,1
29,Private,HS-grad,Transport-moving,55,0
18,Private,Some-college,Other-service,30,0
38,Private,Some-college,Craft-repair,48,1
29,?,1st-4th,?,40,0
40,Private,Assoc-acdm,Sales,80,0
43,Federal-gov,Assoc-voc,Prof-specialty,40,1
28,Private,Some-college,Craft-repair,30,0
25,Private,HS-grad,Craft-repair,40,0
31,Self-emp-not-inc,10th,Other-service,28,0
47,Private,Some-college,Handlers-cleaners,48,0
23,Private,HS-grad,Machine-op-inspct,50,0
41,Private,Assoc-voc,Prof-specialty,40,0
34,Private,5th-6th,Craft-repair,40,0
39,Private,Some-college,Other-service,25,0
20,Private,Some-college,Handlers-cleaners,40,0
57,Private,HS-grad,Exec-managerial,45,0
56,Private,Bachelors,Prof-specialty,45,0
52,Self-emp-not-inc,Doctorate,Prof-specialty,60,1
34,Private,Prof-school,Prof-specialty,55,1
47,Private,HS-grad,Other-service,40,0
38,Private,Bachelors,Prof-specialty,35,0
20,Private,Some-college,Sales,35,0
52,Private,10th,Transport-moving,40,0
39,Private,Bachelors,Exec-managerial,60,1
39,Private,HS-grad,Handlers-cleaners,40,0
19,?,Some-college,?,40,0
32,?,7th-8th,?,40,0
27,Private,HS-grad,Handlers-cleaners,25,0
44,Private,Some-college,Sales,35,0
30,Private,Some-college,Prof-specialty,50,0
48,Private,9th,Other-service,40,0
35,Local-gov,Bachelors,Protective-serv,48,0
41,Local-gov,Some-college,Protective-serv,40,0
25,Private,Some-college,Other-service,50,0
34,Private,Some-college,Exec-managerial,55,0
41,Private,Some-college,Adm-clerical,40,0
43,Private,Bachelors,Prof-specialty,60,0
23,Private,HS-grad,Other-service,30,0
63,Local-gov,Some-college,Adm-clerical,40,0
24,Private,HS-grad,Other-service,35,0
31,Private,Assoc-acdm,Craft-repair,40,0
30,Private,Bachelors,Sales,55,1
37,Private,Assoc-voc,Other-service,4,0
60,Private,HS-grad,Sales,50,0
30,Self-emp-not-inc,Prof-school,Prof-specialty,55,0
58,Self-emp-inc,Prof-school,Prof-specialty,70,0
60,Self-emp-not-inc,HS-grad,Farming-fishing,65,0
51,Private,Bachelors,Prof-specialty,50,1
20,Private,Some-college,Adm-clerical,20,0
29,Self-emp-not-inc,Bachelors,Prof-specialty,40,0
21,Private,Some-college,Adm-clerical,40,0
61,?,7th-8th,?,40,1
55,Private,5th-6th,Craft-repair,50,0
66,Private,7th-8th,Other-service,40,0
49,Private,Masters,Prof-specialty,50,1
27,Private,HS-grad,Machine-op-inspct,40,0
43,Self-emp-not-inc,HS-grad,Craft-repair,60,0
61,Private,HS-grad,Exec-managerial,50,1
18,Local-gov,12th,Prof-specialty,30,0
32,Private,HS-grad,Handlers-cleaners,30,0
24,?,HS-grad,?,40,0
64,Private,11th,Machine-op-inspct,40,0
46,Private,HS-grad,Craft-repair,40,1
18,Private,11th,Other-service,23,0
21,Private,Some-college,Other-service,16,0
46,Private,Some-college,Exec-managerial,40,0
70,Self-emp-inc,Bachelors,Farming-fishing,6,0
54,Self-emp-inc,Prof-school,Prof-specialty,40,0
32,Private,10th,Craft-repair,50,0
17,Private,11th,Sales,30,0
32,Private,Some-college,Other-service,35,0
18,Private,12th,Other-service,20,0
43,Private,Masters,Prof-specialty,40,0
23,Private,Some-college,Sales,35,0
44,Private,Bachelors,Prof-specialty,40,1
40,Private,Doctorate,Prof-specialty,40,1
39,Private,Assoc-voc,Craft-repair,40,0
52,Self-emp-inc,Bachelors,Exec-managerial,50,1
44,Private,Assoc-acdm,Prof-specialty,43,0
39,Private,HS-grad,Machine-op-inspct,40,0
32,Self-emp-not-inc,Some-college,Farming-fishing,65,0
28,Private,Bachelors,Sales,40,0
38,Private,HS-grad,Transport-moving,40,0
20,?,Some-college,?,20,0
31,Private,Bachelors,Exec-managerial,50,1
32,Private,Masters,Exec-managerial,48,0
37,Private,HS-grad,Transport-moving,40,0
19,Private,Some-college,Other-service,18,0
49,Self-emp-inc,HS-grad,Exec-managerial,40,1
44,Private,Doctorate,Prof-specialty,50,0
27,Private,HS-grad,Handlers-cleaners,50,0
24,Private,Bachelors,Prof-specialty,30,0
56,Private,11th,Machine-op-inspct,40,0
20,?,HS-grad,?,45,0
21,Private,HS-grad,Handlers-cleaners,32,0
55,Private,Bachelors,Machine-op-inspct,40,0
64,?,Some-college,?,20,0
30,Private,HS-grad,Adm-clerical,20,0
35,Private,Some-college,Craft-repair,50,0
63,Self-emp-not-inc,HS-grad,Craft-repair,32,0
26,Private,5th-6th,Handlers-cleaners,40,0
32,Private,HS-grad,Craft-repair,55,0
24,Local-gov,HS-grad,Tech-support,40,0
37,Private,HS-grad,Adm-clerical,40,0
63,Self-emp-not-inc,7th-8th,Farming-fishing,60,1
49,Local-gov,Bachelors,Prof-specialty,50,0
43,Local-gov,Masters,Prof-specialty,60,0
33,Self-emp-inc,Some-college,Craft-repair,40,0
33,Private,Bachelors,Exec-managerial,55,1
21,Private,Some-college,Sales,30,0
45,Private,Some-college,Craft-repair,40,0
53,Private,7th-8th,Other-service,40,0
21,Private,Some-college,Sales,17,0
51,Federal-gov,HS-grad,Adm-clerical,8,0
34,Private,Prof-school,Prof-specialty,50,1
44,Private,HS-grad,Exec-managerial,40,1
23,Private,Bachelors,Adm-clerical,40,0
61,Private,HS-grad,Handlers-cleaners,40,0
26,Private,Some-college,Sales,35,0
46,Private,Bachelors,Sales,50,1
44,Private,HS-grad,Other-service,40,0
44,Local-gov,Assoc-voc,Transport-moving,40,1
21,Private,HS-grad,Adm-clerical,19,0
39,Private,Some-college,Machine-op-inspct,42,0
60,Private,HS-grad,Handlers-cleaners,40,0
42,Private,Doctorate,Prof-specialty,45,1
20,Private,HS-grad,Sales,40,0
43,Private,Bachelors,Machine-op-inspct,40,0
54,Self-emp-not-inc,HS-grad,Sales,50,0
22,Private,Some-college,Other-service,20,0
27,Local-gov,HS-grad,Protective-serv,40,0
79,Self-emp-not-inc,HS-grad,Other-service,24,0
51,Private,HS-grad,Adm-clerical,40,0
51,State-gov,HS-grad,Craft-repair,52,0
35,Private,Doctorate,Tech-support,20,0
58,Self-emp-inc,Some-college,Exec-managerial,65,1
25,Private,Some-college,Sales,50,0
47,Private,Some-college,Machine-op-inspct,40,0
64,Federal-gov,Doctorate,Prof-specialty,40,1
50,Self-emp-not-inc,HS-grad,Exec-managerial,50,0
73,Private,Some-college,Sales,20,0
60,Private,HS-grad,Sales,38,0
24,Private,Bachelors,Adm-clerical,40,0
31,Self-emp-not-inc,HS-grad,Farming-fishing,91,0
22,Federal-gov,Some-college,Adm-clerical,40,0
74,Private,HS-grad,Other-service,12,0
57,Local-gov,9th,Other-service,40,0
53,Self-emp-not-inc,HS-grad,Exec-managerial,45,1
31,Private,Assoc-voc,Transport-moving,60,0
33,Private,10th,Craft-repair,40,0
