age,workclass,education-num,occupation,capital-gain,capital-loss,hours-per-week,income
44,Private,13,Prof-specialty,7688,0,40,1
63,Private,13,Sales,7298,0,40,0
39,Local-gov,13,Prof-specialty,0,0,40,0
46,Private,9,Transport-moving,0,1902,70,1
23,Private,13,Exec-managerial,0,0,40,0
68,?,4,?,0,0,15,0
28,Private,9,Handlers-cleaners,0,0,50,0
50,Private,13,Adm-clerical,0,0,8,0
37,Self-emp-not-inc,16,Prof-specialty,0,2559,60,1
38,Private,9,Exec-managerial,0,0,60,1
55,Private,16,Exec-managerial,0,0,60,1
17,?,6,?,0,0,12,0
63,Self-emp-inc,13,Farming-fishing,0,0,40,1
37,Private,10,Adm-clerical,0,0,40,0
26,Private,6,Craft-repair,0,0,48,0
51,Private,13,Prof-specialty,0,0,16,0
43,Private,11,Craft-repair,0,0,40,0
36,Private,13,Exec-managerial,0,0,40,0
21,Private,9,Other-service,0,0,35,0
53,Self-emp-inc,16,Exec-managerial,0,0,60,0
54,Private,13,Sales,0,0,60,0
43,Local-gov,11,Transport-moving,0,0,22,0
41,Self-emp-inc,10,Sales,0,0,30,0
45,Private,7,Adm-clerical,0,0,40,0
43,Private,13,Craft-repair,0,0,40,1
34,Private,9,Sales,0,0,40,0
51,Private,5,Craft-repair,0,0,50,1
32,Private,13,Exec-managerial,0,0,40,0
32,Private,10,Sales,0,0,40,0
70,Private,9,Prof-specialty,0,0,20,0
29,Private,9,Machine-op-inspct,0,0,40,1
33,Private,6,Craft-repair,0,0,40,0
17,?,6,?,0,0,15,0
22,State-gov,10,Transport-moving,0,0,25,0
40,Private,9,Machine-op-inspct,0,0,28,0
42,Private,1,Craft-repair,0,0,40,0
27,Local-gov,10,Exec-managerial,0,0,40,0
22,Private,10,Adm-clerical,0,0,40,0
26,Private,13,Exec-managerial,0,0,40,0
31,Private,10,Sales,0,0,45,0
45,Private,13,Prof-specialty,0,0,50,1
43,State-gov,11,Prof-specialty,0,0,40,1
43,Private,10,Machine-op-inspct,0,0,40,0
48,Federal-gov,9,Handlers-cleaners,0,0,40,0
45,Private,9,Machine-op-inspct,0,0,40,0
32,Private,14,Sales,0,0,40,0
33,Private,9,Transport-moving,2354,0,61,0
40,Private,13,Machine-op-inspct,0,0,38,0
38,Private,10,Sales,0,0,25,0
38,Private,12,Adm-clerical,0,0,40,0
45,Private,11,Other-service,0,0,8,0
26,Private,9,Machine-op-inspct,0,0,52,0
35,Private,11,Adm-clerical,0,0,40,0
22,Private,9,Farming-fishing,0,0,50,0
58,Private,10,Other-service,0,0,40,0
19,?,4,?,0,0,40,0
56,Local-gov,9,Craft-repair,0,0,40,0
24,Private,11,Craft-repair,0,0,55,0
46,Private,9,Handlers-cleaners,0,0,40,0
40,Local-gov,11,Craft-repair,0,0,35,0
47,Private,2,Other-service,0,0,15,0
22,Private,10,Transport-moving,0,0,48,1
39,Private,10,Sales,0,0,40,1
21,Private,10,Sales,0,0,40,0
54,Private,10,Exec-managerial,0,0,40,0
49,Private,13,Prof-specialty,0,0,45,0
35,?,5,?,0,0,35,0
37,Private,6,Transport-moving,0,0,40,0
58,Private,9,Priv-house-serv,0,1719,40,0
31,Private,9,Craft-repair,0,0,40,0
55,Private,13,Other-service,0,0,35,0
24,State-gov,13,Adm-clerical,0,0,20,0
32,Private,9,Transport-moving,0,0,40,0
28,Private,11,Sales,0,0,50,0
29,State-gov,10,Adm-clerical,0,0,40,0
51,Private,10,Machine-op-inspct,0,0,36,0
21,Private,12,Other-service,0,0,40,0
32,Self-emp-inc,13,Exec-managerial,0,0,60,0
48,Private,9,Adm-clerical,914,0,40,0
50,Private,14,Machine-op-inspct,0,0,30,0
33,Private,9,Exec-managerial,0,0,40,0
54,Private,13,Tech-support,0,0,48,0
25,Private,10,Adm-clerical,0,0,20,0
29,Private,9,Tech-support,0,0,42,0
22,Private,13,Tech-support,0,2339,40,0
38,Local-gov,9,Craft-repair,0,1876,40,0
29,Private,12,Prof-specialty,0,0,36,0
43,Private,10,Adm-clerical,0,0,38,1
62,?,5,?,0,0,40,0
39,Self-emp-not-inc,10,Other-service,0,0,40,0
45,Federal-gov,14,Prof-specialty,0,0,40,0
23,Private,10,Sales,0,0,8,0
50,Private,9,Adm-clerical,0,0,35,0
70,Private,4,Other-service,0,0,35,0
62,Self-emp-not-inc,4,Sales,0,0,5,0
37,Self-emp-not-inc,9,Exec-managerial,0,0,55,0
55,Self-emp-inc,16,Prof-specialty,0,2179,60,0
23,Private,13,Other-service,0,0,40,0
42,Private,9,Craft-repair,0,0,40,0
27,Private,13,Prof-specialty,7298,0,45,0
20,Private,10,Sales,0,0,50,0
55,Federal-gov,9,Tech-support,0,1887,40,1
50,Self-emp-not-inc,14,Prof-specialty,0,0,40,1
19,Private,9,Other-service,0,0,40,0
25,Private,9,Tech-support,0,0,40,0
52,Self-emp-not-inc,15,Prof-specialty,-31073,0,45,1
19,Private,4,Machine-op-inspct,0,0,40,0
32,Private,10,Machine-op-inspct,0,0,40,0
38,Federal-gov,12,Adm-clerical,7688,0,33,1
36,Private,9,Craft-repair,0,0,40,0
19,Private,10,Sales,0,0,20,0
43,Local-gov,13,Prof-specialty,0,0,39,0
41,Private,9,Transport-moving,0,1887,45,1
61,Private,10,Adm-clerical,0,0,40,0
34,Private,13,Tech-support,0,0,40,0
30,Private,10,Exec-managerial,0,0,45,0
22,Private,7,Craft-repair,0,0,35,0
47,Private,6,Sales,0,2179,52,0
34,Private,16,Prof-specialty,0,0,40,1
29,Local-gov,10,Exec-managerial,0,0,40,0
55,Private,9,Craft-repair,0,0,40,0
43,Private,14,Exec-managerial,0,0,50,1
40,Private,9,Exec-managerial,0,0,40,0
22,Private,9,Machine-op-inspct,0,0,50,0
61,Self-emp-inc,10,Sales,0,1902,35,1
45,Private,13,Prof-specialty,0,0,40,0
29,Private,9,Craft-repair,0,0,40,0
41,Private,9,Handlers-cleaners,0,0,40,0
28,Private,9,Machine-op-inspct,0,0,40,0
29,Self-emp-not-inc,15,Prof-specialty,0,0,50,1
28,Private,13,Prof-specialty,0,0,40,0
29,Private,9,Adm-clerical,0,0,40,0
32,Self-emp-not-inc,10,Farming-fishing,0,0,50,1
29,Private,3,Other-service,0,0,35,0
21,Private,10,Sales,0,0,55,0
24,Private,13,Adm-clerical,0,0,20,0
48,Private,10,Adm-clerical,0,0,40,0
29,Private,13,Sales,0,1564,40,0
53,Federal-gov,13,Protective-serv,0,0,40,0
22,?,10,?,0,0,25,0
28,Private,12,Adm-clerical,0,0,40,0
44,Private,9,Exec-managerial,0,0,40,0
62,Private,2,Priv-house-serv,0,0,30,0
51,State-gov,9,Exec-managerial,0,0,40,0
41,Local-gov,13,Prof-specialty,0,0,65,0
41,Private,9,Craft-repair,0,0,40,0
26,Private,9,Adm-clerical,0,0,53,0
54,Private,6,Other-service,0,0,40,0
51,Private,9,Sales,0,0,31,0
48,Private,2,Machine-op-inspct,0,0,40,0
48,State-gov,13,Prof-specialty,0,0,40,0
25,Private,9,Craft-repair,0,0,40,0
33,Private,13,Adm-clerical,0,0,45,0
29,Self-emp-inc,15,Prof-specialty,0,0,55,1
28,Self-emp-inc,13,Exec-managerial,0,0,50,0
39,State-gov,13,Exec-managerial,0,0,40,0
24,Private,10,Exec-managerial,0,0,20,0
49,Private,13,Prof-specialty,0,0,50,0
52,Private,9,Sales,0,0,40,0
73,Private,9,Other-service,0,0,20,0
39,State-gov,9,Craft-repair,0,0,40,0
45,Private,10,Craft-repair,0,0,55,1
30,Private,9,Farming-fishing,0,0,60,0
31,Private,9,Transport-moving,0,0,40,0
33,Private,9,Exec-managerial,0,0,40,0
50,Federal-gov,10,Adm-clerical,0,0,40,0
36,Private,10,Sales,0,0,40,0
72,?,3,?,0,0,40,0
27,Private,9,Sales,0,0,40,0
32,Private,10,Sales,0,0,32,0
49,Private,16,Sales,0,0,60,0
57,Local-gov,14,Protective-serv,0,0,14,1
19,Private,9,Handlers-cleaners,1055,0,70,0
29,Private,9,Other-service,0,0,52,0
62,Private,16,Exec-managerial,0,0,50,0
29,Private,9,Handlers-cleaners,0,0,40,0
26,Private,9,Craft-repair,0,0,45,0
45,Local-gov,10,Adm-clerical,0,0,40,1
60,Private,14,Prof-specialty,0,0,50,0
51,Local-gov,4,Transport-moving,0,0,40,0
20,Private,9,Machine-op-inspct,0,0,45,0
22,Private,10,Handlers-cleaners,0,0,50,0
20,Private,9,Craft-repair,0,0,30,0
47,Private,6,Transport-moving,0,0,45,0
57,Private,9,Adm-clerical,0,0,40,0
43,Private,10,Sales,7298,0,40,1
42,Federal-gov,10,Adm-clerical,0,0,40,0
51,?,10,?,0,0,24,0
56,Local-gov,6,Other-service,0,0,25,0
41,Private,9,Sales,0,0,40,0
35,Private,14,Prof-specialty,0,0,40,1
25,Private,9,Adm-clerical,0,0,40,0
43,Private,14,Exec-managerial,0,0,35,1
72,?,9,?,0,0,8,0
54,Private,10,Craft-repair,0,0,40,0
21,Private,10,Prof-specialty,0,0,30,0
51,Self-emp-not-inc,9,Sales,0,0,40,1
21,?,10,?,0,0,20,0
32,Private,13,Exec-managerial,0,0,40,0
40,Self-emp-not-inc,9,Other-service,0,0,50,0
39,?,9,?,0,1590,40,0
50,Private,13,Sales,0,0,50,0
59,Self-emp-not-inc,13,Farming-fishing,0,0,30,0
19,Private,10,Adm-clerical,0,0,20,0
28,Private,8,Machine-op-inspct,0,0,40,0
69,Self-emp-not-inc,10,Other-service,0,0,15,0
41,Self-emp-not-inc,10,Craft-repair,0,0,40,0
17,Private,6,Other-service,0,0,10,0
44,Private,13,Other-service,0,0,40,1
26,Private,7,Exec-managerial,0,0,50,0
36,Private,6,Handlers-cleaners,0,0,40,0
39,Private,14,Other-service,0,0,35,0
22,?,10,?,0,0,36,0
36,Private,2,Farming-fishing,0,0,40,0
22,Private,9,Exec-managerial,0,0,40,0
52,Private,11,Craft-repair,0,0,48,1
53,Self-emp-inc,9,Exec-managerial,0,0,45,0
36,Private,11,Adm-clerical,0,0,42,1
52,Private,9,Machine-op-inspct,0,0,40,0
50,Self-emp-not-inc,13,Sales,0,0,60,0
39,Private,10,Exec-managerial,0,0,15,0
19,Private,2,Machine-op-inspct,0,0,40,0
59,Self-emp-not-inc,11,Exec-managerial,0,0,35,1
20,Private,10,Other-service,0,0,25,0
39,Private,14,Exec-managerial,0,0,50,0
17,Private,6,Handlers-cleaners,0,0,10,0
35,Private,11,Adm-clerical,6849,0,40,0
20,Private,5,Priv-house-serv,0,0,40,0
31,Private,10,Craft-repair,4650,0,40,0
61,Private,5,Machine-op-inspct,0,0,40,0
43,Self-emp-not-inc,10,Craft-repair,0,0,20,0
45,Self-emp-inc,9,Sales,0,0,40,0
39,Private,9,Sales,0,1887,46,1
19,Private,9,Craft-repair,0,0,40,0
22,Private,10,Prof-specialty,0,0,40,0
51,Local-gov,9,Adm-clerical,0,0,40,0
25,?,6,?,0,0,40,0
36,Private,7,Craft-repair,5178,0,40,1
35,Private,10,Prof-specialty,0,0,40,0
57,Private,10,Adm-clerical,0,0,40,0
32,Self-emp-inc,13,Craft-repair,0,0,50,0
33,Private,9,Other-service,0,0,32,0
28,Private,10,Craft-repair,0,0,40,0
41,Private,13,Exec-managerial,0,0,55,0
40,Local-gov,8,Exec-managerial,0,0,40,0
60,Local-gov,13,Protective-serv,7298,0,48,1
48,Private,13,Exec-managerial,0,0,40,1
26,Local-gov,9,Other-service,0,0,25,0
52,Private,9,Sales,-31073,0,45,1
53,Private,10,Exec-managerial,0,0,40,1
50,Private,6,Adm-clerical,0,0,47,0
53,Private,9,Craft-repair,0,0,40,0
27,Private,11,Craft-repair,0,0,40,0
33,Private,13,Exec-managerial,0,1902,45,1
17,?,6,?,0,0,40,0
36,Private,9,Other-service,0,0,40,0
48,Private,7,Adm-clerical,0,0,40,0
31,Private,13,Prof-specialty,0,0,52,0
28,State-gov,10,Adm-clerical,0,0,40,0
31,Private,9,Other-service,0,0,40,0
41,Private,9,Handlers-cleaners,0,0,40,0
32,Private,11,Handlers-cleaners,0,0,40,1
45,Private,15,Prof-specialty,0,0,40,1
37,Private,10,Craft-repair,0,0,40,0
41,Private,10,Exec-managerial,0,1902,40,0
35,Local-gov,9,Exec-managerial,0,0,40,0
22,Private,10,Adm-clerical,0,0,20,0
29,Private,13,Machine-op-inspct,7298,0,40,0
31,Private,11,Sales,0,0,50,0
46,Private,7,Transport-moving,0,0,40,0
34,Private,13,Sales,0,0,60,1
44,Private,14,Prof-specialty,0,0,45,0
38,Private,9,Craft-repair,3325,0,40,0
34,Local-gov,13,Exec-managerial,0,0,43,0
44,Self-emp-not-inc,13,Exec-managerial,0,0,40,0
45,Local-gov,13,Prof-specialty,0,0,50,0
24,Private,9,Sales,0,0,40,0
20,Private,10,Adm-clerical,0,0,40,0
28,Private,9,Craft-repair,0,0,40,0
47,Federal-gov,10,Adm-clerical,0,0,25,0
22,Private,9,Sales,0,0,35,0
27,Private,11,Machine-op-inspct,0,0,40,0
46,Self-emp-not-inc,15,Prof-specialty,0,1902,45,1
40,Private,9,Transport-moving,0,0,40,0
48,Self-emp-not-inc,13,Exec-managerial,-31073,0,50,1
42,Self-emp-not-inc,15,Prof-specialty,0,0,40,0
70,Private,9,Other-service,0,0,28,0
41,Self-emp-not-inc,9,Exec-managerial,0,0,50,0
39,Private,10,Exec-managerial,0,0,40,0
34,Private,14,Sales,0,0,60,1
30,Private,13,Priv-house-serv,0,0,60,0
45,Private,14,Prof-specialty,0,0,55,1
41,Private,9,Machine-op-inspct,0,0,40,0
37,Private,10,Handlers-cleaners,0,0,50,0
33,Local-gov,11,Protective-serv,0,0,56,0
66,Self-emp-not-inc,13,Exec-managerial,0,0,30,0
38,Local-gov,10,Farming-fishing,0,0,40,0
51,Private,9,Craft-repair,0,0,40,0
41,Private,10,Craft-repair,0,0,46,1
19,Private,9,Other-service,0,0,30,0
52,Private,11,Craft-repair,0,1902,40,1
43,Self-emp-inc,10,Exec-managerial,0,0,50,0
31,State-gov,11,Sales,0,0,40,0
37,Private,9,Adm-clerical,0,0,45,0
37,Private,9,Machine-op-inspct,0,0,40,0
45,Private,9,Other-service,0,1902,40,1
68,Private,9,Handlers-cleaners,0,0,45,1
58,Private,9,Farming-fishing,0,0,40,0
49,Private,3,Craft-repair,0,0,40,0
21,Federal-gov,10,Adm-clerical,0,0,30,0
31,Private,9,Craft-repair,0,0,40,0
47,Private,10,Exec-managerial,0,0,45,0
52,Local-gov,14,Prof-specialty,0,0,40,0
19,?,10,?,0,0,35,0
49,Private,4,Machine-op-inspct,0,0,38,0
22,Private,10,Prof-specialty,0,0,98,0
46,Local-gov,10,Other-service,0,0,40,0
19,?,10,?,0,0,35,0
62,Private,6,Machine-op-inspct,0,0,40,0
43,Federal-gov,13,Exec-managerial,0,0,40,1
24,Private,11,Craft-repair,0,0,40,0
35,Private,9,Handlers-cleaners,0,0,60,0
32,Private,7,Craft-repair,0,0,40,0
46,Private,9,Tech-support,0,0,40,0
54,Private,13,Prof-specialty,0,0,50,0
42,Private,11,Craft-repair,0,0,40,0
34,Private,9,Prof-specialty,0,0,39,0
27,Private,10,Sales,0,0,50,0
18,Private,6,Other-service,0,0,11,0
38,Private,9,Craft-repair,0,0,41,0
26,Private,13,Other-service,0,0,40,0
19,Private,9,Adm-clerical,0,0,40,0
47,Private,9,Adm-clerical,0,0,40,0
32,Private,13,Exec-managerial,0,0,48,1
42,Local-gov,12,Exec-managerial,0,1579,40,0
27,Private,10,Exec-managerial,0,0,40,0
43,Private,10,Sales,0,0,55,0
29,Private,10,Other-service,0,0,40,0
36,Local-gov,7,Prof-specialty,0,0,30,0
35,Private,12,Adm-clerical,0,0,35,0
38,Private,9,Other-service,0,0,30,0
58,State-gov,16,Prof-specialty,7688,0,50,0
42,Private,10,Transport-moving,7688,0,45,1
33,Private,16,Prof-specialty,0,0,60,1
44,Federal-gov,11,Tech-support,0,0,40,0
34,Private,9,Transport-moving,0,0,60,0
48,Local-gov,9,Exec-managerial,0,0,40,0
29,Private,13,Prof-specialty,0,0,45,0
36,Private,11,Sales,0,0,40,0
41,Private,13,Sales,15024,0,45,1
44,Private,15,Prof-specialty,0,0,50,0
35,Self-emp-not-inc,6,Transport-moving,0,0,50,0
18,Private,7,Other-service,0,0,21,0
57,Federal-gov,13,Prof-specialty,0,0,40,1
21,Private,6,Machine-op-inspct,0,0,40,0
30,Private,13,Sales,0,0,65,0
59,Private,6,Craft-repair,0,0,40,0
31,Local-gov,15,Prof-specialty,0,0,40,1
22,Private,9,Adm-clerical,0,0,40,0
67,State-gov,10,Transport-moving,0,0,40,0
33,Private,14,Exec-managerial,14084,0,50,1
51,Federal-gov,13,Prof-specialty,0,0,43,0
50,Private,9,Exec-managerial,0,0,50,1
57,Private,13,Protective-serv,0,0,40,1
60,?,7,?,0,0,20,0
29,?,6,?,0,0,38,0
42,Private,14,Prof-specialty,0,0,48,0
45,Self-emp-inc,13,Exec-managerial,0,0,51,0
35,Self-emp-not-inc,3,Other-service,0,0,15,0
28,Self-emp-not-inc,10,Craft-repair,0,0,45,0
62,Private,11,Tech-support,0,0,40,1
30,Private,13,Prof-specialty,0,0,37,0
46,Self-emp-not-inc,13,Tech-support,0,0,40,0
36,Self-emp-not-inc,9,Transport-moving,0,0,40,0
44,Private,9,Farming-fishing,0,0,70,0
29,Private,11,Adm-clerical,0,0,40,0
49,Private,10,Machine-op-inspct,0,0,60,0
26,Private,10,Exec-managerial,2407,0,50,0
67,Self-emp-not-inc,9,Farming-fishing,0,0,65,0
40,Private,16,Prof-specialty,0,0,60,1
31,Private,10,Other-service,0,0,40,0
27,Private,7,Exec-managerial,0,0,45,0
31,Private,14,Exec-managerial,0,1564,40,1
23,Private,9,Craft-repair,0,0,40,0
21,Private,9,Sales,0,0,40,0
19,Private,9,Tech-support,0,0,20,0
33,Private,9,Exec-managerial,0,0,40,0
23,Private,9,Adm-clerical,0,0,40,0
38,Private,10,Craft-repair,0,0,40,0
45,Private,13,Prof-specialty,0,0,60,1
49,Private,9,Craft-repair,0,0,40,1
64,Private,10,Sales,0,0,12,0
41,Private,14,Exec-managerial,0,0,40,1
37,Self-emp-not-inc,10,Sales,0,0,40,0
19,Private,9,Transport-moving,0,0,35,0
37,Private,10,Exec-managerial,0,0,50,0
52,Private,12,Exec-managerial,0,0,55,0
37,Local-gov,9,Protective-serv,0,0,40,0
41,Private,3,Farming-fishing,3411,0,40,0
29,Local-gov,10,Other-service,0,0,40,0
40,Private,9,Craft-repair,0,0,25,0
49,Private,14,Protective-serv,15024,0,78,0
26,Private,10,Exec-managerial,0,0,45,1
19,Private,10,Sales,0,0,15,0
60,Private,14,Transport-moving,0,0,10,0
65,Private,13,Exec-managerial,-31073,0,40,0
43,State-gov,10,Adm-clerical,0,0,40,0
24,Private,10,Adm-clerical,0,0,40,0
38,Private,13,Adm-clerical,0,0,50,1
56,State-gov,6,Other-service,0,0,37,0
41,Private,9,Adm-clerical,5013,0,30,0
39,State-gov,13,Prof-specialty,0,0,35,0
25,Private,6,Handlers-cleaners,0,1602,40,0
26,Private,9,Machine-op-inspct,0,0,40,0
62,Private,9,Craft-repair,0,0,40,0
21,Private,10,Other-service,0,0,32,0
35,Private,10,Adm-clerical,0,0,50,0
52,Federal-gov,13,Adm-clerical,0,0,40,0
28,Federal-gov,9,Adm-clerical,0,0,40,0
42,Self-emp-not-inc,10,Craft-repair,0,0,45,1
44,Private,10,Adm-clerical,0,0,35,0
50,Self-emp-not-inc,15,Sales,0,0,50,1
40,Private,9,Prof-specialty,5178,0,40,0
26,Private,9,Tech-support,0,0,40,0
24,?,10,?,-31073,0,50,1
47,Private,9,Priv-house-serv,0,0,50,0
52,?,11,?,0,0,50,1
33,Self-emp-not-inc,9,Protective-serv,0,0,30,0
34,?,6,?,0,0,40,0
36,Private,14,Prof-specialty,0,0,40,1
31,Private,9,Other-service,0,0,40,0
63,?,16,?,0,0,12,0
69,Private,12,Adm-clerical,2964,0,6,0
56,Private,16,Prof-specialty,0,0,50,0
33,Private,14,Tech-support,0,0,50,1
33,Private,6,Machine-op-inspct,0,0,40,0
20,Private,9,Sales,0,0,48,0
27,Private,13,Other-service,0,0,20,0
17,Private,7,Sales,0,0,5,0
59,Local-gov,9,Adm-clerical,0,0,38,1
46,Private,9,Craft-repair,0,0,40,0
29,Private,9,Machine-op-inspct,0,0,40,0
25,Private,10,Sales,0,0,40,0
26,Private,10,Transport-moving,0,0,40,0
61,Private,9,Adm-clerical,0,0,3,0
21,?,10,?,0,0,10,0
60,Private,10,Adm-clerical,0,0,40,0
22,Private,10,Handlers-cleaners,0,0,24,0
33,Self-emp-inc,9,Sales,0,0,50,0
41,Private,9,Adm-clerical,0,0,40,0
34,Self-emp-inc,13,Prof-specialty,0,0,62,1
39,Self-emp-not-inc,9,Craft-repair,0,0,72,1
32,Private,13,Sales,0,0,50,0
35,Private,8,Farming-fishing,0,0,20,0
30,Private,10,Adm-clerical,0,0,55,0
49,Private,9,Exec-managerial,0,0,60,0
67,?,10,?,0,0,6,0
58,Private,6,Transport-moving,0,0,40,0
49,Private,13,Protective-serv,0,0,40,0
48,Self-emp-not-inc,10,Exec-managerial,0,0,60,0
20,Private,9,Other-service,0,0,40,0
48,Private,10,Exec-managerial,0,0,60,0
58,Local-gov,13,Prof-specialty,0,0,40,0
45,Private,10,Adm-clerical,0,1902,20,0
49,Self-emp-inc,15,Prof-specialty,0,0,60,1
38,Private,11,Other-service,0,0,25,0
47,Self-emp-not-inc,9,Sales,0,0,35,0
18,Private,8,Sales,0,0,25,0
41,Private,13,Exec-managerial,0,0,40,1
21,Private,9,Adm-clerical,0,0,25,0
43,Private,10,Machine-op-inspct,0,0,40,0
42,Private,10,Sales,0,0,50,1
79,?,14,?,20051,0,40,1
29,Private,10,Adm-clerical,0,0,50,0
30,Private,11,Prof-specialty,0,0,40,0
27,Local-gov,12,Prof-specialty,0,0,37,0
49,Local-gov,9,Protective-serv,0,0,56,0
18,Private,7,Other-service,0,0,20,0
38,Self-emp-not-inc,13,Tech-support,0,0,50,0
48,Private,9,Transport-moving,0,0,55,0
41,Private,13,Craft-repair,-31073,0,40,0
32,Private,9,Craft-repair,0,0,35,0
44,Private,12,Sales,0,0,40,0
67,Private,10,Adm-clerical,7978,0,35,0
59,Self-emp-inc,3,Farming-fishing,0,0,40,0
33,Federal-gov,13,Prof-specialty,0,0,40,0
51,Private,13,Exec-managerial,0,0,50,0
28,?,7,?,0,0,30,0
26,Private,11,Adm-clerical,0,0,55,0
19,Private,9,Sales,0,0,15,0
49,Private,13,Adm-clerical,0,0,40,1
54,Self-emp-inc,13,Exec-managerial,7688,0,40,1
64,Self-emp-not-inc,16,Exec-managerial,0,0,25,1
40,Self-emp-inc,13,Exec-managerial,0,0,55,0
23,Private,9,Craft-repair,0,0,40,0
24,Private,10,Craft-repair,0,0,40,0
36,Private,7,Adm-clerical,0,0,40,0
41,Private,9,Craft-repair,0,0,40,0
48,Private,9,Transport-moving,0,0,44,0
41,Private,10,Transport-moving,0,0,54,0
40,State-gov,10,Adm-clerical,0,0,38,0
24,Private,10,Handlers-cleaners,0,0,40,0
72,Private,7,Other-service,0,0,35,0
68,Private,9,Adm-clerical,0,0,24,0
33,Private,13,Exec-managerial,0,0,50,1
29,Private,9,Handlers-cleaners,0,0,40,0
31,Private,6,Adm-clerical,0,0,40,0
47,Private,10,Tech-support,4064,0,40,0
32,Self-emp-not-inc,9,Farming-fishing,4064,0,40,0
46,Private,9,Transport-moving,0,0,40,0
19,Private,9,Sales,0,0,35,0
29,Private,11,Tech-support,0,2051,40,0
50,Private,10,Handlers-cleaners,0,0,38,0
40,Private,10,Exec-managerial,0,0,40,0
50,Private,9,Transport-moving,0,0,40,1
40,Private,13,Exec-managerial,0,0,55,0
36,Private,9,Craft-repair,0,0,40,0
49,Private,14,Prof-specialty,0,0,40,0
33,Self-emp-not-inc,15,Prof-specialty,0,1887,40,1
38,Private,9,Craft-repair,0,1740,48,0
33,Local-gov,11,Tech-support,0,0,40,0
54,Private,9,Other-service,0,0,32,0
19,Private,9,Other-service,0,0,40,0
47,Self-emp-not-inc,13,Sales,0,0,35,0
77,?,9,?,0,0,14,0
21,Private,10,Prof-specialty,1055,0,32,0
37,Private,9,Adm-clerical,0,0,42,0
48,Private,9,Sales,0,0,40,0
49,Private,15,Prof-specialty,0,0,60,1
45,Federal-gov,10,Adm-clerical,0,0,42,0
50,Private,10,Craft-repair,4650,0,22,0
44,Private,9,Adm-clerical,0,1504,45,0
35,Private,9,Transport-moving,0,0,60,0
74,Federal-gov,9,Other-service,0,0,17,0
28,Private,10,Adm-clerical,0,0,40,0
23,Private,13,Exec-managerial,0,0,40,0
80,Self-emp-not-inc,7,Exec-managerial,0,0,25,0
35,Private,13,Other-service,7688,0,20,1
53,Private,13,Prof-specialty,0,0,50,0
29,State-gov,14,Exec-managerial,0,0,40,0
41,Private,9,Other-service,0,0,45,0
44,Private,10,Exec-managerial,0,0,50,0
33,Private,9,Transport-moving,0,0,87,0
28,Local-gov,13,Prof-specialty,2202,0,50,0
19,Private,10,Other-service,0,0,35,0
21,Private,10,Adm-clerical,0,0,40,0
33,Private,10,Adm-clerical,0,0,38,0
19,Private,10,Other-service,0,0,14,0
48,Private,9,Adm-clerical,0,0,40,0
36,Private,13,Sales,0,0,40,0
18,Private,7,Sales,0,0,15,0
62,Private,2,Handlers-cleaners,0,0,40,0
41,Private,9,Exec-managerial,0,0,55,0
18,?,7,?,0,0,25,0
40,Federal-gov,9,Exec-managerial,0,0,40,1
54,Federal-gov,13,Exec-managerial,0,0,40,0
47,Self-emp-not-inc,15,Prof-specialty,0,2258,20,0
42,Self-emp-inc,11,Other-service,3464,0,80,0
42,Private,5,Other-service,0,0,40,0
60,Private,9,Transport-moving,0,0,60,1
37,Self-emp-not-inc,14,Exec-managerial,0,0,60,0
19,Private,9,Adm-clerical,0,0,14,0
53,Private,9,Sales,0,0,37,0
47,Private,10,Sales,13550,0,45,0
33,State-gov,14,Prof-specialty,0,0,50,1
19,?,10,?,0,0,60,0
35,Private,10,Exec-managerial,0,0,60,0
40,Private,13,Sales,0,0,40,0
28,Private,10,Transport-moving,0,0,50,0
52,Local-gov,10,Protective-serv,0,0,35,0
24,State-gov,13,Prof-specialty,0,0,20,0
37,Private,12,Sales,0,1977,45,1
41,Private,9,Other-service,0,0,30,0
27,Self-emp-not-inc,10,Other-service,0,0,40,0
29,Private,9,Other-service,4386,0,40,1
21,Private,9,Handlers-cleaners,0,0,35,0
27,State-gov,13,Prof-specialty,0,0,40,0
17,Private,8,Adm-clerical,0,0,25,0
62,Self-emp-not-inc,13,Prof-specialty,0,0,35,0
47,Private,8,Adm-clerical,0,0,40,0
28,Private,9,Other-service,0,0,40,0
20,Private,7,Handlers-cleaners,0,0,40,0
29,Private,9,Craft-repair,0,0,50,0
39,Private,10,Machine-op-inspct,0,0,40,0
75,?,13,?,0,0,6,0
50,Private,14,Prof-specialty,15024,0,45,1
36,Private,13,Prof-specialty,0,0,40,1
23,Federal-gov,10,Adm-clerical,0,0,25,0
66,Local-gov,9,Craft-repair,0,2267,40,0
37,Private,9,Protective-serv,0,0,40,0
34,Self-emp-not-inc,10,Farming-fishing,0,0,35,0
47,Private,13,Prof-specialty,7688,0,40,0
51,Private,9,Craft-repair,7298,0,50,1
24,Private,9,Transport-moving,0,0,40,0
26,Self-emp-not-inc,10,Prof-specialty,0,0,4,0
23,Private,13,Handlers-cleaners,0,0,40,0
58,?,9,?,0,0,30,0
24,Private,11,Tech-support,0,0,40,0
60,Private,9,Other-service,0,0,40,0
24,Private,7,Craft-repair,0,0,40,0
30,Private,14,Tech-support,0,0,45,0
31,Private,10,Sales,0,0,38,1
